"110412199003195592","陶枫芸","丰台北路18号院5号楼恒泰广场4层","15701188398","天津元宝汇国际工程技术有限公司","D064008836149","集中供养","4人","中国农业银行","6829263563031562338","2019-05-26","毛安","520525197612264314","闵庄路樱桃园内"
"110615198406122133","戚影荔","前门大街30号","13000192154","南京聚荣信房产经纪有限公司","R080649310107","集中供养","3人","中国工商银行","6995499563031560139","2019-04-07","韦功","650315198103018043","北苑路甲78号北卫家园16号"
"110719199001106757","苏朋斌","黄花城水长城景区九渡河村九渡河桥南","15906084254","成都成同股份有限公司","H039125968440","分散供养","3人","国家开发银行","6195347563031557102","2019-04-05","禹蕊薇","431805199211213636","凤凰路凤凰购物中心B1楼"
"111107199710175048","平枫芸","山湖路青龙湖公园","15707887548","杭州义盛集团股份有限公司","N095549959674","分散供养","2人","中国民生银行","6193007563031557850","2019-05-16","郑爽","530924197312056235","前门大街30号"
"111518198504035656","何雁蓓","阜成路2号","15107737475","沈阳光信环境建设股份有限公司","M094022028693","分散供养","4人","中国银行","6717409563031564351","2019-05-20","尤安","331105198907252833","中关村南大街乙12号"
"111616199311161231","萧毓","朝阳门外大街甲6号万通中心商业2层国安家","13207806073","厦门兴本股份有限公司","A028127137944","分散供养","2人","中国农业发展银行","6787744563031565132","2019-03-17","周君琴","341403198610078842","樊家村芳菲路8号商业楼"
"111701198708203323","平香","吴家场路1号悦邻购物西侧底商","13902353564","广州源进集团股份有限公司","L034480436669","集中供养","2人","中国民生银行","6746283563031563965","2019-04-27","俞军","411016198712024401","方庄南路方庄桥南侧"
"120109198405258158","史才发","阜成路93号","13005357897","沈阳福富巨计装饰工程有限责任公司","D088150059774","分散供养","2人","中国农业银行","6352937563031564887","2019-05-10","酆海","371313199102055153","黄松峪乡刁窝村36号"
"120119199110284617","汤伦","永安东里1号楼底商，近双子座东塔南侧","13403726954","成都亚泰庆建筑装饰工程有限公司","E011901062784","分散供养","2人","中国邮政储蓄银行","6203721563031563629","2019-05-27","汪河哲","150927198009293743","马连道南街1号附近"
"120911197205191630","奚裕","大井桥南202号","13904741715","成都成同计装饰工程有限责任公司","Q011172953802","分散供养","4人","中国农业发展银行","6235897563031563330","2019-03-10","谈思","370213197304246751","阜成门外大街华联商厦4楼"
"121513198006144835","汤枝思","花家地东路5号","13000376785","杭州宝千计装饰工程有限责任公司","M006715693947","集中供养","2人","中国光大银行","6850401563031564507","2019-05-28","余安","130108197807288227","新街口东街西口新百商场北侧"
"121716197603092835","尤康星","南三里屯路复星国际对面","13107284324","北京公义咨询管理有限责任公司","F031388603464","集中供养","2人","中国农业银行","6560930563031565269","2019-05-23","纪斌","130618199807205041","集美家居地下一层"
"130208198808157830","和荷丹","安德路甲10号","13307634544","上海捷国股份有限公司","O036665809117","集中供养","2人","中国建设银行","6501879563031557842","2019-04-05","戴河哲","231701199007094606","月坛西街1号"
"130425198707083015","禹松善","丰台北路18号院5号楼恒泰广场4层","13708213713","济南台久贸易有限公司","K076812939092","分散供养","2人","中国光大银行","6636026563031557186","2019-05-22","计宁","130119197307239702","王府井大街138号北京apm5层"
"130508199108083407","平颖","宋庄镇小堡文化广场旁徐宋路东","13700135159","北京美飞物业管理有限公司","H035944283299","分散供养","4人","中国农业发展银行","6563067563031564113","2019-05-30","云勤","131723199707025272","北苑南路京通罗斯福广场地下一层"
"130519198110199208","齐叶","双桥中路双桥医院南侧","13906937925","成都元春本房产经纪有限公司","B093743551532","分散供养","3人","中国邮政储蓄银行","6488680563031556579","2019-04-24","舒朗伯","330707199406301913","东四北大街343号银地宾馆2楼"
"130921199812304734","云澜","靛厂路中段","13106383163","厦门宏鑫建筑装饰工程有限公司","E012420148034","分散供养","3人","中国人民银行","6281649563031562824","2019-03-27","赵之","440505197204306466","文昌胡同42号"
"131028197607086809","杨可","安德路甲10号","13800257851","北京升盈咨询管理有限责任公司","F033489386679","集中供养","3人","中国邮政储蓄银行","6882203563031562942","2019-06-11","和义兴","141309199004047230","广渠门外大街东三环双井桥西100米路南"
"131403197903192192","华刚","西红门桥向北200米路西秋实楼一层","13001650873","天津康百通土石方工程有限公司","A016434449322","分散供养","2人","中国建设银行","6955585563031559536","2019-06-18","廉策腾","540408199711266076","中关村北二条13号平房D-18号"
"131519197112193465","方雅","太仆寺街48号","13605758043","南京佳洪物业管理有限公司","P016941431497","分散供养","3人","中国银行","6647045563031558741","2019-03-03","纪乐","810612199608233055","香山一棵松29号"
"140219198910016195","于风航","怀北镇河防口村青龙峡路口南200米路西","13703901820","深圳丰成富计装饰工程有限责任公司","O024592599355","分散供养","4人","中国建设银行","6687865563031557332","2019-06-11","邵之","141705199006032544","新街口大街板桥二条15号"
"140318198001272131","祝豪","中关村南大街甲12号寰太大厦1楼","13703896841","厦门洪庆计装饰工程有限责任公司","D084174050594","分散供养","2人","中国农业银行","6539798563031557196","2019-06-08","于德","111602198805071660","北四环西路出口"
"140325198409249214","闵茜秋","新源西里中街","15100636380","杭州台生益建筑产业集团有限公司","J044888507425","集中供养","4人","中国邮政储蓄银行","6141482563031561509","2019-04-15","葛和","430614197205032284","东三环三元桥三源里街23号"
"141002198701104323","何朗伯","新光天地北侧华贸公寓19号会所二层","15300695727","北京通满集团股份有限公司","H025473838087","分散供养","4人","中国人民银行","6147172563031560024","2019-03-07","蒋伯","230610197603253707","宋庄镇小堡村北街18号"
"141021197401082242","吕桂","管庄西里21号楼","13606911708","天津丰鼎吉环境建设股份有限公司","F013054305749","分散供养","2人","中国人民银行","6141360563031563585","2019-03-01","时媛艳","111518197701257773","湖光北街南湖中园211号京客隆4层"
"141201197609119366","喻梁栋","顺沙路电信局往北200米","15106898150","广州全信股份有限公司","Q029599640374","分散供养","3人","中国光大银行","6527139563031562348","2019-04-18","臧涛","711627199111174820","十八里店横街子16号"
