"培协人才市场","2019-03-03","戚希","110321199710219186","13301262314","学院南路四道口33号艺海商务酒店1楼","博士研究生","新闻传播大类","洛阳市中医药学校","专业技术人员","上海市","N013262088435"
"品泓信人才市场","2019-04-26","褚澜","111024199807209906","13202676123","北苑东路中国铁建广场B座105-106","专科","文化艺术大类","廊坊师范","办事员和有关人员","台湾省","C070241526180"
"邦凯人才市场","2019-04-21","狄纨仪","111115199511202830","15608354184","东三环北路38号院 民生保险大厦3层","专科","旅游大类","洛阳市财会学校","办事员和有关人员","河南省","B092810124894"
"发财树人才市场","2019-05-02","俞茂进","111716199701223084","13600942870","朝内南小街139号","硕士研究生","资源环境与安全大类","廊坊东方大学城廊坊职业技术学院","办事员和有关人员","河南省","K054329315351"
"企飞人才市场","2019-04-29","蓝哲","111809199606103457","15300476191","湖景东路新奥购物中心东A口","硕士研究生","生物与化工大类","廊坊市财贸学校","商业和服务业人员","河北省","L082097939602"
"天骋人才市场","2019-06-22","范嘉","120418199710106551","15305722347","三里屯路19号三里屯太古里北区地下一层","专科","能源动力与材料大类","廊坊市大城县教师进修学院","专业技术人员","江苏省","I089115636790"
"聚星人才市场","2019-06-20","韦岩中","120914199702199160","15102763664","土桥站锦武私房菜","本科","新闻传播大类","廊坊市工业学校","单位负责人","台湾省","D017719731603"
"华中人才市场","2019-04-02","柏鹏泽","121127199802228053","13204165609","科学院南路双榆树东里15号","博士研究生","农林牧渔大类","廊坊市工业学校","办事员和有关人员","澳门特别行政区","L014903917786"
"集思人才市场","2019-06-03","任亮","121228199803123140","15105101405","定福皇庄回民小学斜对面","专科","装备制造大类","廊坊东方大学城廊坊职业技术学院","单位负责人","澳门特别行政区","H067062389190"
"楷信人才市场","2019-06-06","王羽希","121315199505054585","13700093869","车公庄西路18号","本科","水利大类","廊坊东方大学城北京经济技术职业学院","办事员和有关人员","广西壮族自治区","P054154359906"
"聚全人才市场","2019-06-04","卜叶","121524199611274102","15804638194","亚运村安慧里一区四号楼1楼","博士研究生","教育与体育大类","洛阳市财会学校","办事员和有关人员","河南省","O072010337292"
"企程人才市场","2019-03-15","章星","130220199602222553","13607300622","玉带河东街西上园南门对面","博士研究生","生物与化工大类","北华航天工业学院","单位负责人","四川省","F035261144826"
"鼎越人才市场","2019-06-26","许国胜","130414199707137696","15802087830","建国门外永安里10号","硕士研究生","土木建筑大类","廊坊师范","单位负责人","浙江省","C064691476330"
"智业人才市场","2019-03-03","费栋","130815199510138686","15808116343","鼓楼东大街311号","专科","土木建筑大类","洛阳市卫生学校","商业和服务业人员","天津市","Q045436763256"
"邦凯人才市场","2019-06-23","任炎德","131211199802019863","15501060771","恭俭胡同5巷5号","硕士研究生","新闻传播大类","湛江教育学院","专业技术人员","黑龙江省","J031947860144"
"艾特咨人才市场","2019-06-04","费固之","131513199711044571","15103962418","太仆寺街48号","博士研究生","食品药品与粮食大类","洛阳市中医药学校","单位负责人","北京市","E098597950711"
"华中人才市场","2019-04-03","蒋荔","140522199510288743","13402606986","城南街道南口路29号L3-037-1","博士研究生","财经商贸大类","洛阳理工学院","专业技术人员","辽宁省","M047640772383"
"艾特咨人才市场","2019-03-08","穆娴","140607199611114771","13608805073","广渠路甲18号斌强宝兴商务酒店2楼餐厅","硕士研究生","公安与司法大类","廊坊东方大学城北京传媒学院","办事员和有关人员","宁夏回族自治区","L018097729165"
"国邦力威人才市场","2019-03-24","张行时","140908199606045178","13405216737","梨园南路与九棵树东路交口东北角","本科","新闻传播大类","洛阳市中医药学校","商业和服务业人员","青海省","R072198055404"
"圣瑞思人才市场","2019-06-25","狄元全","150402199701182060","13406823400","宜兴路四条1号","博士研究生","公共管理与服务大类","廊坊东方大学城河北体育学院","办事员和有关人员","陕西省","C087982015770"
"涵耀人才市场","2019-04-11","秦光天","150406199610147705","15700821560","喇叭沟门孙栅子村西李营7号","本科","食品药品与粮食大类","廊坊市电子信息工程学校","专业技术人员","湖北省","G001987596475"
"国邦力威人才市场","2019-03-12","李妹","150506199701202217","13002063698","九渡河民俗村附近南街一条23号","专科","资源环境与安全大类","廊坊东方大学城北京财经学院","商业和服务业人员","内蒙古自治区","G040721352848"
"文海人才市场","2019-04-23","常青倩","150911199702281231","13107213171","流村镇环岛南侧北流村中心大槐树南50米","专科","农林牧渔大类","廊坊东方大学城河北体育学院","商业和服务业人员","湖南省","L077638138896"
"汇友时人才市场","2019-06-09","尤姬舒","150916199701121464","13404178490","宏泰东街浦项中心友利银行对面","本科","资源环境与安全大类","廊坊东方大学城北京联合大学","办事员和有关人员","浙江省","Q038994111123"
"恒业人才市场","2019-05-19","戴保","151204199504221242","15003997475","金城坊街1号2层-6室","本科","装备制造大类","廊坊东方大学城北京经济技术职业学院","单位负责人","西藏自治区","L030953076808"
"弘建人才市场","2019-06-23","苏成","210123199711298939","15601773121","南半壁店东二街阿彪超市斜对面","博士研究生","旅游大类","洛阳市中医药学校","办事员和有关人员","江西省","I040342104528"
"华天谋人才市场","2019-06-11","成栋","210226199807119061","13100821728","金宝街88号金宝汇购物中心5楼","博士研究生","电子信息大类","廊坊燕京职业技术学院","专业技术人员","香港特别行政区","H027629327814"
"聚全人才市场","2019-03-01","傅馨","210404199602074671","13105687633","十渡镇九渡村","本科","食品药品与粮食大类","廊坊东方大学城北京财经学院","专业技术人员","陕西省","L016403418701"
"信铭人才市场","2019-04-24","李豪","210416199802244593","13606037052","定福庄路西50米","博士研究生","旅游大类","广东医学院","单位负责人","云南省","P081109281821"
"嘉辉人才市场","2019-05-21","华新","210527199607139026","13205030463","大黄庄222号","本科","教育与体育大类","廊坊东方大学城北京财经学院","办事员和有关人员","宁夏回族自治区","J004958198348"
"发财树人才市场","2019-06-09","卜顺","210818199605288398","15703667401","新东路甲5号","博士研究生","农林牧渔大类","湛江教育学院","商业和服务业人员","山西省","A097049707400"
"嘉辉人才市场","2019-06-20","史娅琦","211106199706155936","13506693644","华源四里甲5号楼","博士研究生","水利大类","湛江教育学院","专业技术人员","台湾省","E081082906937"
"百企利人才市场","2019-04-19","汪才发","211227199408062402","13705785641","丰台南路阳光大厦2层","专科","财经商贸大类","洛阳市财经学校","单位负责人","云南省","C084743258838"
"华道人才市场","2019-03-13","卫策腾","211524199709275938","13504731333","王府井步行街澳门中心3楼apm东面","专科","能源动力与材料大类","廊坊东方职业技术学院","专业技术人员","贵州省","F014972520348"
"艾特咨人才市场","2019-06-05","陶振壮","211727199706275067","15001318838","芦花路44号","专科","新闻传播大类","洛阳师范学院","办事员和有关人员","北京市","J012604211069"
"创服人才市场","2019-04-13","褚启","220524199705284893","15906801461","天星街1号院绿地缤纷城3层","本科","能源动力与材料大类","湛江财贸学院","专业技术人员","广东省","K061687568101"
"信铭人才市场","2019-06-23","席志","221102199503318806","13704371532","王府井大街帅府园胡同9号","博士研究生","资源环境与安全大类","洛阳理工学院","单位负责人","江苏省","D041730636042"
"安弘人才市场","2019-06-15","明雪荣","221304199608204387","15600911654","安贞路安贞西里五区1号楼1层101室","硕士研究生","财经商贸大类","湛江卫生学院","单位负责人","江苏省","O088599308530"
"乾鼎人才市场","2019-05-26","严岚苑","221407199602276634","13202406015","湖景东路新奥购物中心东A口","专科","装备制造大类","洛阳经济学校","办事员和有关人员","宁夏回族自治区","A054708053593"
"品泓信人才市场","2019-06-23","张馥","221725199503277602","15907198281","富生路10号","博士研究生","文化艺术大类","洛阳市财会学校","专业技术人员","宁夏回族自治区","P015337530997"
"诚宾人才市场","2019-05-20","郑凤","230409199705079970","13403630791","朝阳门南小街大方家胡同芳嘉园11号","本科","文化艺术大类","廊坊东方大学城北京传媒学院","专业技术人员","甘肃省","A056235762279"
"邦凯人才市场","2019-06-30","邵友裕","230422199505305639","15802241307","九棵树西路142号旗舰凯旋小区底商","本科","轻工纺织大类","洛阳市财经学校","专业技术人员","河北省","A078025733714"
"企飞人才市场","2019-04-08","邹淑","230615199712179700","13401441597","安苑路安苑东里一区4号","专科","财经商贸大类","廊坊市大城县教师进修学院","办事员和有关人员","新疆维吾尔自治区","N037875475248"
"汉墨人才市场","2019-06-22","韩涛","230622199409307148","15906086861","牌坊胡同甲7号银河SOHOB座B1层","博士研究生","医药卫生大类","廊坊东方大学城北京经济技术职业学院","专业技术人员","天津市","C048209265514"
"联万人才市场","2019-05-27","蓝昌成","230718199703074351","13804925322","西八里庄路恩济里小区27号楼底商","专科","食品药品与粮食大类","廊坊市工业学校","办事员和有关人员","吉林省","J038821635310"
"弘建人才市场","2019-05-02","谢浩亮","230807199712294047","15601081825","法华寺街体育馆西路路口","专科","旅游大类","廊坊东方大学城北京财经学院","专业技术人员","湖南省","H012591349848"
"华道人才市场","2019-05-14","柏福","231412199706289153","13000240816","地安门西大街49号","博士研究生","文化艺术大类","湛江教育学院","商业和服务业人员","香港特别行政区","H051090385468"
"宜民人才市场","2019-03-09","谈俊峰","310322199705072595","15708331763","广安门外南滨河路87号","硕士研究生","生物与化工大类","廊坊燕京职业技术学院","专业技术人员","黑龙江省","E029610988042"
"悦捷人才市场","2019-06-17","韩眉","311818199610297858","15906387441","高碑店西店村信安门39号楼惟饮者酒窖","本科","公共管理与服务大类","洛阳理工学院","专业技术人员","河南省","J081935063511"
"百企利人才市场","2019-03-05","伏发","320217199610064980","13102724852","十八里店南桥全聚德向西200米","硕士研究生","电子信息大类","广东海洋大学","办事员和有关人员","广西壮族自治区","A028090896879"
"军尚人才市场","2019-06-13","杜荣","320910199706089025","13902030176","西大望路甲23号珠江帝景2号楼110号","硕士研究生","土木建筑大类","廊坊市财贸学校","商业和服务业人员","宁夏回族自治区","G042232664497"
"中佰文人才市场","2019-06-05","方明永","321106199511271226","13707468539","南礼士路66号建威大厦B1楼","博士研究生","轻工纺织大类","湛江卫生学院","商业和服务业人员","河南省","B045104048460"
"皓然人才市场","2019-05-17","祁青倩","321803199609258022","15208836207","呼家楼京广中心瑰丽酒店三层","本科","土木建筑大类","广东医学院","专业技术人员","天津市","C021567926601"
"华业汇邦人才市场","2019-06-08","杜策腾","330122199512013993","13204545377","东四五条139号","专科","农林牧渔大类","洛阳人民警察学校","商业和服务业人员","海南省","D099822280889"
"常春藤人才市场","2019-05-02","马义兴","330622199607011773","13502075701","朝凤路243号","硕士研究生","教育与体育大类","廊坊师范","专业技术人员","甘肃省","S087669881652"
"百企利人才市场","2019-03-12","项思","330701199610125106","15004030056","朝阳门外日坛北路日坛公园东北角","本科","教育与体育大类","广东医学院","单位负责人","上海市","S058602701238"
"中佰文人才市场","2019-03-26","赵翰","331521199804096261","13405499011","酒仙桥路18号颐堤港1楼50号","博士研究生","财经商贸大类","廊坊东方大学城河北体育学院","单位负责人","河北省","M042476942871"
"世伟人才市场","2019-04-10","雷瑗琰","340106199705284902","15905887466","八宝庄小区11号楼","硕士研究生","教育与体育大类","洛阳市卫生学校","专业技术人员","河北省","O087243794965"
"汇友时人才市场","2019-05-24","贝楠榕","340818199707251757","15500175788","方庄南路","博士研究生","土木建筑大类","廊坊东方职业技术学院","办事员和有关人员","台湾省","E029439035216"
"德骊嘉人才市场","2019-03-31","朱婵","341608199710201530","13504704948","城关街道农林路4号院8号楼底商良工佳苑附近","本科","新闻传播大类","洛阳市卫生学校","专业技术人员","香港特别行政区","N059373908794"
"安德人才市场","2019-04-29","禹光天","341701199610259940","13900970669","金融大街甲9号金融街中心3层","博士研究生","能源动力与材料大类","廊坊广播电视大学","专业技术人员","云南省","F087499452477"
"凯冠人才市场","2019-04-02","任荔","350123199710089167","15808681987","广渠门外大街东三环双井桥西100米路南","博士研究生","生物与化工大类","洛阳市中医药学校","单位负责人","湖南省","G065457048562"
"海胜人才市场","2019-05-23","明海","350608199607214765","13104637333","门城湖河堤路爱玛裕装饰城后门","本科","医药卫生大类","廊坊广播电视大学","专业技术人员","福建省","M091179396190"
"鹏誉人才市场","2019-03-20","戴露瑶","350623199702186353","15303301075","苹果园大街与苹果园路交叉口西北50米","专科","医药卫生大类","廊坊广播电视大学","单位负责人","台湾省","E002046059946"
"华道人才市场","2019-06-07","宋茂进","350901199407231412","13104768767","中关村南大街28号","博士研究生","食品药品与粮食大类","广东海洋大学","商业和服务业人员","重庆市","H069535893884"
"世伟人才市场","2019-05-17","杜霭","351115199410088728","15806341490","金顶街街道模式口西里社区","硕士研究生","食品药品与粮食大类","廊坊东方大学城北京经济技术职业学院","办事员和有关人员","澳门特别行政区","E099486911536"
"悦捷人才市场","2019-06-30","伏舒","351414199410122024","13906401881","青年路达美中心1号楼3层","本科","医药卫生大类","湛江卫生学院","商业和服务业人员","广东省","S036648655293"
"凯冠人才市场","2019-06-02","马超","351519199407248440","13705892174","绿地缤纷城2期3层","硕士研究生","财经商贸大类","湛江师范学院","商业和服务业人员","安徽省","J029300480737"
"咨源人才市场","2019-03-17","韩琰","360102199711138400","13703935687","化工路建工双合家园D区4号楼","博士研究生","文化艺术大类","廊坊东方大学城北京中医药大学中专部","专业技术人员","云南省","J013806206986"
"嘉辉人才市场","2019-06-12","严蕊薇","360705199512131541","15703048945","百子湾西里403号楼负一层","专科","财经商贸大类","广东海洋大学","商业和服务业人员","福建省","E009242625403"
"智业人才市场","2019-06-21","范欢霄","360719199703036068","13107737421","大成路23号2层","硕士研究生","资源环境与安全大类","广东海洋大学","单位负责人","四川省","K085849276044"
"昊略人才市场","2019-04-25","元亮","360811199501145173","15805316081","慧忠路亚运村安慧里2区4号楼","本科","食品药品与粮食大类","湛江教育学院","专业技术人员","湖南省","L026769879544"
"光彩纳索人才市场","2019-03-26","金翔旭","360812199706166345","15806324449","严正街16-2号国广公寓","本科","土木建筑大类","湛江教育学院","商业和服务业人员","吉林省","I066854010579"
"德骊嘉人才市场","2019-05-13","祝竹霭","361210199504209080","13603532372","石景山路22号","硕士研究生","水利大类","廊坊东方大学城北京联合大学","专业技术人员","辽宁省","P030980271450"
"汇友时人才市场","2019-05-27","殷风航","361304199407317199","15805098243","工体北路13号世茂广场·工三4层","本科","装备制造大类","廊坊市东方大学城民航管理干部学院","单位负责人","陕西省","S090244949139"
"弘建人才市场","2019-05-23","赵欣","361311199803147063","13106167512","中关村北一街二条西口","博士研究生","资源环境与安全大类","洛阳市财经学校","商业和服务业人员","宁夏回族自治区","N061098666777"
"常春藤人才市场","2019-05-05","周斌","361709199612255226","15006935083","前门大街东侧鲜鱼口老字号餐饮一条街","硕士研究生","文化艺术大类","北华航天工业学院","单位负责人","福建省","G094797614992"
"华中人才市场","2019-05-27","贝林有","370205199503116622","13904677436","朝阳路花北西社区","博士研究生","土木建筑大类","第一拖拉机制造厂拖拉机学院","办事员和有关人员","河南省","P060284082774"
"远华人才市场","2019-06-25","项莺","370303199501226223","13007646743","板井路金源不夜城地下","专科","水利大类","廊坊东方大学城北京财经学院","办事员和有关人员","安徽省","K043187580950"
"振业人才市场","2019-04-25","黄东文","370625199601046682","15100060106","科学院南路双榆树东里15号","专科","新闻传播大类","廊坊东方大学城北京经济技术职业学院","办事员和有关人员","黑龙江省","E035063552749"
"企程人才市场","2019-05-10","魏河哲","370716199804021429","15600036723","北三环中路丙6号","本科","土木建筑大类","廊坊燕京职业技术学院","办事员和有关人员","山西省","G013767972527"
"美世人才市场","2019-04-17","伍露瑶","370903199608117969","15100056383","沙河镇老牛湾村口200米路西","本科","轻工纺织大类","洛阳市卫生学校","商业和服务业人员","河南省","F016142381266"
"军尚人才市场","2019-06-30","鲍东文","371620199512014399","13106462052","古北口镇沙岭村44-1","本科","交通运输大类","廊坊市职业技术学院","办事员和有关人员","河南省","I020410404749"
"君悦诚人才市场","2019-06-27","米会思","410225199701295149","15508782825","青塔小区秀园2号楼","硕士研究生","能源动力与材料大类","洛阳市财经学校","商业和服务业人员","辽宁省","G045751531574"
"培协人才市场","2019-05-28","钱琰","411404199806277132","13303600628","紫金庄园9号楼一层","专科","电子信息大类","洛阳铁路信息工程学校","专业技术人员","甘肃省","M091087985911"
"国邦力威人才市场","2019-04-01","毕勤","411701199408128983","15807645636","忠凉路1号院住总万科广场5层","本科","电子信息大类","湛江卫生学院","商业和服务业人员","北京市","B081761846263"
"宜民人才市场","2019-04-11","冯成","420509199511133053","13305834595","北土城东路与樱花东街交口东120米路南","专科","教育与体育大类","廊坊东方职业技术学院","单位负责人","北京市","C044322613922"
"汉墨人才市场","2019-06-04","阮言","420726199805122306","13408477800","广泽路望京花园小区214号","硕士研究生","公共管理与服务大类","洛阳理工学院","办事员和有关人员","台湾省","K067387529765"
"智业人才市场","2019-05-07","萧兴","420907199611133618","15803856871","鼓楼外大街18号鼓楼外大街与黄寺大街交叉口东北角","硕士研究生","医药卫生大类","洛阳人民警察学校","办事员和有关人员","天津市","A007702702469"
