"1015765","牟尔珍","330119199007134016","良好","浙江省杭州市","戎志芃","330422199203104000","良好","浙江省嘉兴市","2018-02-27","无","2018-11-23","男","无"
"1054951","彭从安","330502198308097984","良好","浙江省湖州市","乔蔼民","330315198801043008","良好","浙江省温州市","2016-03-14","无","2016-11-02","男","无"
"1112359","赖宛海","330709198706304000","良好","浙江省金华市","方杉荻","330811199507273024","良好","浙江省衢州市","2016-11-22","无","2017-08-25","男","无"
"1263023","温傲珊","330113198804307968","良好","浙江省杭州市","钟梓芃","330114199012147968","良好","浙江省杭州市","2016-07-13","无","2017-05-01","男","无"
"1403796","宣语芙","331021197711155008","良好","浙江省台州市","涂秉中","330109198009065024","良好","浙江省杭州市","2018-03-16","无","2018-12-31","男","无"
"1453180","弘恨山","330621198310249024","良好","浙江省绍兴市","邓季春","330606198812206976","良好","浙江省绍兴市","2015-06-05","无","2016-02-14","男","无"
"1467704","别平蝶","330813199708025024","良好","浙江省衢州市","徐菖键","330525198007297984","良好","浙江省湖州市","2017-05-24","无","2018-02-17","男","无"
"1492183","从亦寒","330111197801312000","良好","浙江省杭州市","萧菖杰","330214198701105024","良好","浙江省宁波市","2017-04-13","无","2018-01-23","男","无"
"1510977","田痴梦","330904199403316992","良好","浙江省舟山市","赏国立","330706198409289024","良好","浙江省金华市","2016-07-12","无","2017-04-12","男","无"
"1565222","仲平安","330918198404185984","良好","浙江省舟山市","岑博跃","330402199201132992","良好","浙江省嘉兴市","2015-02-15","无","2015-12-04","男","无"
"1574998","郦尔岚","330813199309206016","良好","浙江省衢州市","闵苇笥","330101198110241984","良好","浙江省杭州市","2016-03-08","无","2016-12-22","男","无"
"1584033","元初夏","330816197702142976","良好","浙江省衢州市","东琸古","330427199303110976","良好","浙江省嘉兴市","2015-12-14","无","2016-08-07","男","无"
"1684986","魏含蕾","330214199303025984","良好","浙江省宁波市","池中苇","330409199004086976","良好","浙江省嘉兴市","2016-08-19","无","2017-05-21","男","无"
"1687628","崔秋春","330618199404305024","良好","浙江省绍兴市","尤实勇","331020199007315008","良好","浙江省台州市","2015-05-15","无","2016-01-09","男","无"
"1725259","古恨玉","330627197812129024","良好","浙江省绍兴市","管志荣","330327199007185984","良好","浙江省温州市","2015-04-09","无","2015-12-20","男","无"
"1747455","杨冰旋","330205198404100992","良好","浙江省宁波市","郗古林","330815199511038016","良好","浙江省衢州市","2016-09-14","无","2017-06-01","男","无"
"1758518","葛凡旋","330519199305222976","良好","浙江省湖州市","边彬彬","330126199111204992","良好","浙江省杭州市","2017-04-20","无","2018-01-26","男","无"
"1801274","缪书蕾","331001199610115968","良好","浙江省台州市","钱子路","330728197802113024","良好","浙江省金华市","2017-11-15","无","2018-09-01","男","无"
"1859946","容雅绿","330305199303097024","良好","浙江省温州市","柯国利","330404198310177984","良好","浙江省嘉兴市","2014-07-15","无","2015-04-23","男","无"
"1903153","陈念薇","330103198902092032","良好","浙江省杭州市","卓岩松","330811199112190976","良好","浙江省衢州市","2018-04-02","无","2018-12-10","男","无"
"1985897","邬醉易","330811199010305024","良好","浙江省衢州市","茹季同","331021198109233984","良好","浙江省台州市","2017-06-16","无","2018-04-03","男","无"
"1989165","易绿春","330708197907241984","良好","浙江省金华市","卢科跃","330617199103203968","良好","浙江省绍兴市","2017-07-11","无","2018-03-13","男","无"
"2017214","羿沛珊","330413198512017024","良好","浙江省嘉兴市","郑桧樾","330420198502238016","良好","浙江省嘉兴市","2017-07-04","无","2018-03-27","男","无"
"2025966","权访蕊","330722198105089024","良好","浙江省金华市","侯季盛","330612198606278976","良好","浙江省绍兴市","2017-04-27","无","2018-01-13","男","无"
"2078034","翟夏彤","330913198310262976","良好","浙江省舟山市","齐松文","330611198805294976","良好","浙江省绍兴市","2016-08-11","无","2017-04-10","男","无"
"2158121","宫新柔","330812198609206976","良好","浙江省衢州市","雷宏俊","330910197412148992","良好","浙江省舟山市","2014-10-15","无","2015-06-05","男","无"
"2187906","樊冰彤","330628199404012992","良好","浙江省绍兴市","墨安吉","331002198002248000","良好","浙江省台州市","2015-01-16","无","2015-09-04","男","无"
"2360576","弓灵薇","330406199305313984","良好","浙江省嘉兴市","苗渭河","330213198801116032","良好","浙江省宁波市","2015-07-27","无","2016-04-24","男","无"
"2367069","牧乐萱","330825199811264000","良好","浙江省衢州市","水桂松","330826199405142016","良好","浙江省衢州市","2017-05-11","无","2018-01-07","男","无"
"2369259","能忆柳","330424198902094976","良好","浙江省嘉兴市","计利鹏","330204199108284032","良好","浙江省宁波市","2018-05-16","无","2019-01-26","男","无"
"2382884","廖冰夏","330719199805257984","良好","浙江省金华市","庞克林","331012199211225984","良好","浙江省台州市","2017-05-22","无","2018-02-06","男","无"
"2414535","晏紫山","330610198010292992","良好","浙江省绍兴市","强吉纲","331007197704014976","良好","浙江省台州市","2018-04-03","无","2018-11-27","男","无"
"2518851","惠曼易","330826199411132992","良好","浙江省衢州市","谢鹤骞","330318199509036032","良好","浙江省温州市","2017-10-11","无","2018-08-05","男","无"
"2596336","晁初丹","330613199102147968","良好","浙江省绍兴市","洪国俊","330924199201116992","良好","浙江省舟山市","2018-05-22","无","2019-02-13","男","无"
"2602295","詹如霜","330908199703068032","良好","浙江省舟山市","于菖茂","330216198011246016","良好","浙江省宁波市","2016-11-21","无","2017-07-14","男","无"
"2646067","加涵双","330317197712222016","良好","浙江省温州市","喻吉戬","330611198211022016","良好","浙江省绍兴市","2015-06-23","无","2016-04-05","男","无"
"2647246","瞿盼儿","330705197510188032","良好","浙江省金华市","汪朴淳","330628197504054016","良好","浙江省绍兴市","2017-08-15","无","2018-06-01","男","无"
"2659750","隆妙菡","331026197508145984","良好","浙江省台州市","邢柏晨","330504198512041984","良好","浙江省湖州市","2016-11-11","无","2017-08-13","男","无"
"2698015","乜梦柏","330924197410289024","良好","浙江省舟山市","松荣淳","330317199006166016","良好","浙江省温州市","2017-11-16","无","2018-08-22","男","无"
"2719373","农南莲","330118199211126976","良好","浙江省杭州市","刁匀和","330512198309268992","良好","浙江省湖州市","2016-10-17","无","2017-06-29","男","无"
"2889298","逯翠柔","330108197603246976","良好","浙江省杭州市","宓一苇","330601199310241024","良好","浙江省绍兴市","2018-03-23","无","2019-01-10","男","无"
"2905708","文语蓉","330616199603214016","良好","浙江省绍兴市","杭骞魁","330101198201116992","良好","浙江省杭州市","2017-03-28","无","2017-11-16","男","无"
"3006854","牛又菱","330427198411100992","良好","浙江省嘉兴市","康家树","330419197705297024","良好","浙江省嘉兴市","2016-05-30","无","2017-03-19","男","无"
"3011740","曾晓巧","331016198312073024","良好","浙江省台州市","汲秉蘅","330401197611230976","良好","浙江省嘉兴市","2014-09-04","无","2015-05-12","男","无"
"3018239","商凡柔","330516198211204992","良好","浙江省湖州市","厉睿利","331025199602211968","良好","浙江省台州市","2018-02-01","无","2018-09-28","男","无"
"3116559","咸涵柏","330721198704099008","良好","浙江省金华市","卞呈华","331015197902027008","良好","浙江省台州市","2016-12-12","无","2017-09-18","男","无"
"3131643","梅傲蕾","330527198108249024","良好","浙江省湖州市","那寄萌","330815198003227008","良好","浙江省衢州市","2015-02-13","无","2015-12-07","男","无"
"3181507","杜恨天","330103198008211008","良好","浙江省杭州市","蔚楼之","330612199112278016","良好","浙江省绍兴市","2016-02-16","无","2016-11-19","男","无"
"3184149","台紫蓝","330917198604305024","良好","浙江省舟山市","穆芃祺","330510198812017024","良好","浙江省湖州市","2015-01-14","无","2015-10-16","男","无"
"3193237","须秋翠","330910199103267968","良好","浙江省舟山市","房寅飞","330627199104126976","良好","浙江省绍兴市","2016-09-06","无","2017-05-30","男","无"
"3203294","唐易梦","330117197608209024","良好","浙江省杭州市","阴腾霄","330326198204190976","良好","浙江省温州市","2017-12-08","无","2018-08-07","男","无"
"3214060","凌友巧","330827198203222976","良好","浙江省衢州市","谯桥松","330406199209072000","良好","浙江省嘉兴市","2015-06-17","无","2016-04-08","男","无"
"3284072","宁书瑶","330726199111195008","良好","浙江省金华市","凤保宁","330916197511043008","良好","浙江省舟山市","2018-02-01","无","2018-11-19","男","无"
"3297079","袁幻柏","330606199211222976","良好","浙江省绍兴市","充松浩","330307198107043968","良好","浙江省温州市","2015-07-08","无","2016-04-05","男","无"
"3362954","纪靖雁","330809198802265984","良好","浙江省衢州市","丰家豪","330601197708297024","良好","浙江省绍兴市","2016-04-07","无","2016-11-23","男","无"
"3364454","屈灵槐","330303199803011968","良好","浙江省温州市","巢合运","330423198812219008","良好","浙江省嘉兴市","2018-05-16","无","2019-01-02","男","无"
"3517046","臧傲晴","330204198807296000","良好","浙江省宁波市","宦睿蔼","330610198707228032","良好","浙江省绍兴市","2015-08-26","无","2016-04-25","男","无"
"3537910","童香巧","330203198205048000","良好","浙江省宁波市","法寅啸","330915198212188992","良好","浙江省舟山市","2016-10-24","无","2017-06-20","男","无"
"3552610","明访卉","330112198806190976","良好","浙江省杭州市","步利群","330806198910017984","良好","浙江省衢州市","2017-04-14","无","2018-01-12","男","无"
"3583920","养水桃","330313197605233984","良好","浙江省温州市","翁路平","330523199211212032","良好","浙江省湖州市","2016-12-07","无","2017-08-28","男","无"
"3612599","嵇幻珊","330428199601174976","良好","浙江省嘉兴市","钦穆科","330825197612136000","良好","浙江省衢州市","2018-04-24","无","2018-12-31","男","无"
"3652356","霍夜蓉","330822198402291968","良好","浙江省衢州市","鄢黎斌","330310199007168000","良好","浙江省温州市","2017-11-02","无","2018-07-31","男","无"
"3657856","鱼乐枫","330826199603198016","良好","浙江省衢州市","支秉林","330911199802256000","良好","浙江省舟山市","2017-11-02","无","2018-06-25","男","无"
"3682358","阮宛儿","330217199605145984","良好","浙江省宁波市","都荀况","330621199503289024","良好","浙江省绍兴市","2016-12-12","无","2017-08-11","男","无"
"3688306","空代荷","330112199112089024","良好","浙江省杭州市","靳翰林","330605198902096000","良好","浙江省绍兴市","2015-08-07","无","2016-03-24","男","无"
"3741195","胡以亦","330605199807075968","良好","浙江省绍兴市","哈谷柏","330803197807227008","良好","浙江省衢州市","2018-03-19","无","2018-12-21","男","无"
"3799154","毋寒雁","330724198810076032","良好","浙江省金华市","邴利泰","330727198504028992","良好","浙江省金华市","2014-09-26","无","2015-05-29","男","无"
"3859402","任含玉","330624197607305984","良好","浙江省绍兴市","阎谷峰","330701198006209024","良好","浙江省金华市","2018-01-04","无","2018-09-09","男","无"
"3913500","陶海莲","330906197408014976","良好","浙江省舟山市","宿荣学","330928198707084032","良好","浙江省舟山市","2018-06-01","无","2019-01-23","男","无"
"4044903","甄沛菡","330915199508118016","良好","浙江省舟山市","邹国良","330408198811291008","良好","浙江省嘉兴市","2017-11-02","无","2018-08-15","男","无"
"4074205","储语兰","330504198105033984","良好","浙江省湖州市","爱季伦","330428199008144000","良好","浙江省嘉兴市","2016-12-29","无","2017-10-12","男","无"
"4118662","莘代真","330607199707102016","良好","浙江省绍兴市","谈宏安","330219199601246016","良好","浙江省宁波市","2016-12-16","无","2017-09-17","男","无"
"4135423","酆千兰","330203198409048000","良好","浙江省宁波市","连云稼","330403198111017984","良好","浙江省嘉兴市","2018-05-29","无","2019-02-12","男","无"
"4243804","郎怀蝶","330805199601187008","良好","浙江省衢州市","白跃林","331005198612014976","良好","浙江省台州市","2014-12-18","无","2015-08-30","男","无"
"4271993","贝谷雪","331027197802241024","良好","浙江省台州市","利秉东","330901199203259008","良好","浙江省舟山市","2018-06-01","无","2019-01-29","男","无"
"4280600","石问兰","330308197909091968","良好","浙江省温州市","秦跃苼","330612199106224000","良好","浙江省绍兴市","2016-02-14","无","2016-11-07","男","无"
"4315129","苏春竹","330618199307249024","良好","浙江省绍兴市","寿古焉","330413197501193984","良好","浙江省嘉兴市","2016-01-22","无","2016-10-05","男","无"
"4343366","竺访琴","330610199002246976","良好","浙江省绍兴市","车稼禾","331022198507118976","良好","浙江省台州市","2016-08-17","无","2017-06-13","男","无"
"4512334","柳怜云","330914197502272000","良好","浙江省舟山市","慕英果","330105199707288000","良好","浙江省杭州市","2017-06-28","无","2018-03-21","男","无"
"4525201","封天荷","330421199412070976","良好","浙江省嘉兴市","柏俊呈","330922198012068992","良好","浙江省舟山市","2015-05-27","无","2016-03-07","男","无"
