"1","110917195812108584","茅藏丈","无","女","1958/12/10","汉族","北京市延庆县","已婚","共青团员","初中","佛教","娱乐业","服务员
","江苏中南建设集团股份有限公司","15362159371","天津天津市","天津天津市河东区中山门街道
","天津天津市","天津天津市静海县团泊镇
","流动人口证","46222244080049","初级","已登记未发证","1953/5/17","保姆","2021/7/8","72828881081811","610526196804301530","岑流望","14710280793","网宿科技股份有限公司","成量","14734918994","已签订","已参保","是","汪虽技","1","0","J181517-1953-2551","未避孕","否","打工","3个月","6个月","否"
"2","350516196302234954","张强南","无","男","1963/2/23","汉族","福建省泉州市洛江区","未婚","中共预备党员","高中","无","文教","维修工
","浙江盾安人工环境股份有限公司","18419307542","天津天津市","天津天津市蓟县邦均镇
","北京北京市","北京北京市东城区安定门街道
","流动人口证","61011887971704","正高级","已发证","2016/12/1","其他","2025/10/12","28193351719008","430724198804042659","奚什第","13956815895","吉林利源铝业股份有限公司","魏哥她","13431381555","未签订","已参保","否","无","0","0","无","无","否","打工","3个月","36个月","是"
"3","421606198411023659","施级在","无","男","1984/11/2","汉族","湖北省咸宁市通山县","丧偶","群众","小学","佛教","娱乐业","灯光及音响效果工作人员
","杭州大自然科技股份有限公司","15195036194","河北石家庄市","河北石家庄市深泽县赵八镇
","天津天津市","天津天津市河东区大王庄街道
","流动人口证","35043170210755","中级","已登记未发证","2017/6/11","培训","2025/3/20","91288117574439","500242198706022172","郝秘衣","18216619933","福耀玻璃工业集团股份有限公司","费作党","14746651417","未签订","已参保","否","无","0","0","无","无","否","低保","1个月","6个月","是"
"4","621504196106161285","沈提","无","女","1961/6/16","土家族","甘肃省天水市张家川回族自治县","已婚","群众","小学","无","渔业","海洋渔船船员
","大连冷冻机股份有限公司","18823082740","北京北京市","北京北京市顺义区旺泉街道
","北京北京市","北京北京市平谷区金海湖
","流动人口证","45281315156544","中级","未登记","1989/7/12","务农","2024/12/7","42836411212937","441821193508132146","戚何差","13670857950","华意压缩机股份有限公司","钱手了","14977948916","已签订","未参保","否","倪由回","3","1","J322628-1989-2508","怀孕","否","低保","1个月","6个月","是"
"5","210813194603072473","何迹选","无","男","1946/3/7","汉族","辽宁省营口市老边区","已婚","群众","小学","佛教","宗教","宗教团体工作人员
","成都前锋电子股份有限公司","18086695724","北京北京市","北京北京市大兴区亦庄
","河北石家庄市","河北石家庄市辛集市新城镇
","流动人口证","36925915331155","副高级","未登记","1959/10/17","探亲","2013/1/21","32966181751964","620321194306052009","谈银念","14783649381","大庆华科股份有限公司","韩例怎","17640151998","已签订","未参保","是","堪树脱","2","3","J590638-1959-2104","未避孕","否","低保","5个月","6个月","否"
"6","371002194902181967","华儿送","无","女","1949/2/18","壮族","山东省威海市环翠区","未婚","无党派人士","无","无","农牧业","其它畜牧业生产人员
","合肥百货大楼集团股份有限公司","14594955812","北京北京市","北京北京市东城区龙潭街道
","河北石家庄市","河北石家庄市井陉县测鱼镇
","流动人口证","86171979220937","中级","已登记未发证","2018/10/28","服务","2013/7/23","56783600095994","142601196410092155","魏想需","13952823101","秦皇岛天业通联重工股份有限公司","倪推院","14935558598","未签订","已参保","否","无","0","0","无","无","否","低保","4个月","6个月","是"
"7","361704198804069817","董尼报","董头质","男","1988/4/6","汉族","江西省赣州市南康市","已婚","群众","高中","无","林业","领班
","贵州茅台酒股份有限公司","13242683658","河北石家庄市","河北石家庄市鹿泉市河北鹿泉经济开发区
","河北石家庄市","河北石家庄市行唐县口头镇
","流动人口证","49561287079243","初级","未登记","1956/3/30","其他","2020/7/19","57828447807683","450422198606111451","戚害结","13185493003","四川雅化实业集团股份有限公司","纪罪门","18364326227","已签订","已参保","否","凤费旅","3","2","J489016-1956-1549","怀孕","否","经商","1个月","12个月","是"
"8","151315193807047337","廉指门","无","男","1938/7/4","汉族","内蒙古自治区赤峰市敖汉旗","已婚","群众","高中","伊斯兰教","制造业","爆破器材制造．实验工
","宁夏恒力钢丝绳股份有限公司","13448600242","天津天津市","天津天津市宝坻区周良庄镇
","天津天津市","天津天津市北辰区天津风电产业园
","流动人口证","22377119577467","初级","已发证","1993/8/15","其他","2021/10/20","51687087699074","510902201101051645","李另华","14957967327","天津天士力制药股份有限公司","史莱批","17569672297","已签订","未参保","否","柏编套","2","3","J390136-1993-3217","怀孕","否","务农","7个月","12个月","否"
"9","521716198109024790","熊吃技","无","男","1981/9/2","汉族","贵州省遵义市仁怀市","已婚","中共党员","高中","伊斯兰教","卫生业","跌打损伤治疗人员
","杭州杭氧股份有限公司","15911581379","北京北京市","北京北京市西城区展览路街道
","北京北京市","北京北京市朝阳区潘家园街道
","流动人口证","22105615065422","副高级","已发证","1973/2/10","务工","2020/10/3","66043433565797","53272920050907214X","平两张","14917053471","安徽鸿路钢结构集团股份有限公司","郎众谁","15952293927","未签订","已参保","是","钱顾态","0","1","J477352-1973-1704","怀孕","否","理财","1个月","36个月","是"
"10","450814194402238431","臧留适","无","男","1944/2/23","彝族","广西壮族自治区贵港市港南区","已婚","群众","小学","无","宗教","僧尼．道士及传教人员
","深圳市芭田生态工程股份有限公司","18086670864","北京北京市","北京北京市房山区十渡镇
","河北石家庄市","河北石家庄市裕华区裕翔街道
","流动人口证","73123381993928","中级","已发证","1976/5/23","服务","2021/4/17","28849235223856","510121194306062032","薛传从","18175270570","金花企业(集团)股份有限公司","汤式增","18798259241","已签订","未参保","是","成么很","0","3","J209961-1976-1460","怀孕","否","务农","11个月","36个月","是"
