"葫芦岛市连山区虹螺山车管所","薛宏言","公民身份证","110201199109023132","翠花胡同43号","15203361769","T:悬挂式联合收割机","110201199109023132","2014-05-03","2014-05-03","2020-05-03","六年","2015-05-03"
"呼和浩特市浑河车管所","梁朗伯","公民身份证","110213198503188915","百子湾路甲16号国锐易构空间1号楼","13104736804","H:小型拖拉机","110213198503188915","2014-12-01","2014-12-01","2020-12-01","六年","2015-12-01"
"湖州市鹿山车管所","韦信子","公民身份证","110403199509078145","海淀太平路十七号院门口","13401907287","G:大中型拖拉机","110403199509078145","2014-12-23","2014-12-23","2020-12-23","六年","2015-12-23"
"呼和浩特市浑河车管所","薛翰","公民身份证","110512199906283612","黄松峪乡刁窝村36号","13700886972","K:手扶拖拉机","110512199906283612","2016-04-02","2016-04-02","2022-04-02","六年","2017-04-02"
"葫芦岛市连山区虹螺山车管所","任秀娟","公民身份证","110926197412183250","紫竹院南路外文文化创意园","13204816752","G:大中型拖拉机","110926197412183250","2016-01-15","2016-01-15","2022-01-15","六年","2017-01-15"
"赤峰市松山区安庆沟车管所","祁莎","公民身份证","111520199206049871","回龙观西大街107号昆泰嘉禾酒店一层","13703287527","R:方向盘自走式联合收割机","111520199206049871","2015-12-27","2015-12-27","2021-12-27","六年","2016-12-27"
"龙泉市山坑车管所","舒姬舒","公民身份证","111722197009259242","雁栖镇北台上路边牌楼下","15500956458","K:手扶拖拉机","111722197009259242","2017-05-06","2017-05-06","2023-05-06","六年","2018-05-06"
"海林市新海车管所","喻秋","公民身份证","120412198003149934","芳草地西街11号小白楼","15905016059","H:小型拖拉机","120412198003149934","2014-04-15","2014-04-15","2020-04-15","六年","2015-04-15"
"舟山市普陀山车管所","汤栋","公民身份证","120626199611299437","望京西园3区","15300162050","H:小型拖拉机","120626199611299437","2014-11-10","2014-11-10","2020-11-10","六年","2015-11-10"
"呼和浩特市浑河车管所","伏克伦","公民身份证","120810199312192240","恩济庄18号东门","15703825864","H:小型拖拉机","120810199312192240","2017-10-06","2017-10-06","2023-10-06","六年","2018-10-06"
"南通市如东车管所","潘黛","公民身份证","121411198802266506","科学院南路2号院1号楼融科资讯大厦B2","15302898341","G:大中型拖拉机","121411198802266506","2014-07-18","2014-07-18","2020-07-18","六年","2015-07-18"
"南康市大山脑车管所","卞武新","公民身份证","130219199205297806","幸福大街57号","13202324064","G:大中型拖拉机","130219199205297806","2014-05-07","2014-05-07","2020-05-07","六年","2015-05-07"
"七台河市东风车管所","宋心邦","公民身份证","130314197310266066","李桥镇右堤路明利平价超市对面","13501391355","H:小型拖拉机","130314197310266066","2017-09-04","2017-09-04","2023-09-04","六年","2018-09-04"
"酒泉市肃州区长城车管所","韩倩","公民身份证","130703198203246054","王府井步行街澳门中心3楼apm东面","13105762283","R:方向盘自走式联合收割机","130703198203246054","2014-03-19","2014-03-19","2020-03-19","六年","2015-03-19"
"黄山市黄山区芦山车管所","赵燕彩","公民身份证","130806197902204979","安定镇黄徐路","13201226274","H:小型拖拉机","130806197902204979","2014-04-28","2014-04-28","2020-04-28","六年","2015-04-28"
"黄山市黄山区芦山车管所","湛冰爽","公民身份证","131807197610245988","朝阳亚运村慧忠路9号","13704279024","H:小型拖拉机","131807197610245988","2014-10-27","2014-10-27","2020-10-27","六年","2015-10-27"
"舟山市普陀山车管所","苗菁梦","公民身份证","140411197608211560","海淀街道海淀路23号","13004002720","R:方向盘自走式联合收割机","140411197608211560","2018-04-22","2018-04-22","2024-04-22","六年","2019-04-22"
"七台河市东风车管所","沈艳","公民身份证","140703199412216475","静安里党校路3号","15603272285","T:悬挂式联合收割机","140703199412216475","2017-06-01","2017-06-01","2023-06-01","六年","2018-06-01"
"湖州市鹿山车管所","李胜","公民身份证","141007198112153733","顺源街牛王庙2号","13807998890","R:方向盘自走式联合收割机","141007198112153733","2018-02-25","2018-02-25","2024-02-25","六年","2019-02-25"
"七台河市东风车管所","康东文","公民身份证","141016197412095247","良乡长虹东路大学城购物中心3层","13900053715","G:大中型拖拉机","141016197412095247","2016-12-09","2016-12-09","2022-12-09","六年","2017-12-09"
"龙泉市山坑车管所","柏悦昭","公民身份证","141016198303108237","丰台北路18号院5号楼恒泰广场4层","13600261383","K:手扶拖拉机","141016198303108237","2016-09-04","2016-09-04","2022-09-04","六年","2017-09-04"
"姜堰市周山河车管所","唐媛艳","公民身份证","141128199206135340","地坛医院南门对面","13301374662","R:方向盘自走式联合收割机","141128199206135340","2015-11-19","2015-11-19","2021-11-19","六年","2016-11-19"
"龙泉市山坑车管所","顾可","公民身份证","141818197610158056","翠微路3号院翠微大厦西门对面","13504501247","R:方向盘自走式联合收割机","141818197610158056","2017-12-26","2017-12-26","2023-12-26","六年","2018-12-26"
"北京市房山区周口店车管所","沈茂进","公民身份证","150101199011028479","东直门内大街5号","13701717885","H:小型拖拉机","150101199011028479","2016-05-14","2016-05-14","2022-05-14","六年","2017-05-14"
"承德市双滦区金厂沟车管所","任启","公民身份证","150223198504081041","梨园南路与九棵树东路交口东北角","13308160131","K:手扶拖拉机","150223198504081041","2015-06-28","2015-06-28","2021-06-28","六年","2016-06-28"
"铁力市东升车管所","董裕","公民身份证","150228198509177713","马家堡西路29号","15800953728","H:小型拖拉机","150228198509177713","2015-05-11","2015-05-11","2021-05-11","六年","2016-05-11"
"湖州市鹿山车管所","康健世","公民身份证","150522198302015682","慈云寺住邦2000二号楼湘彤美食城","15107774840","T:悬挂式联合收割机","150522198302015682","2017-10-27","2017-10-27","2023-10-27","六年","2018-10-27"
"龙泉市山坑车管所","毕云莲","公民身份证","150814199610018684","潞城镇大东各庄村","15800125330","H:小型拖拉机","150814199610018684","2014-04-05","2014-04-05","2020-04-05","六年","2015-04-05"
"酒泉市肃州区长城车管所","顾保","公民身份证","150913197508047219","垂杨柳北里2号楼对面","13903303587","R:方向盘自走式联合收割机","150913197508047219","2018-12-05","2018-12-05","2024-12-05","六年","2019-12-05"
"姜堰市周山河车管所","穆晨辰","公民身份证","151717198808042894","后海大金丝胡同4号","15607388171","S:操纵杆自走式联合收割机","151717198808042894","2017-03-19","2017-03-19","2023-03-19","六年","2018-03-19"
"呼和浩特市浑河车管所","云发","公民身份证","210318199312135222","马池口亭子庄村亭百路北口","13008803679","H:小型拖拉机","210318199312135222","2018-12-30","2018-12-30","2024-12-30","六年","2019-12-30"
"北安市缸窑车管所","钱海","公民身份证","210715198007267638","月坛南街30号万方西单商场3楼","15003824827","K:手扶拖拉机","210715198007267638","2017-09-13","2017-09-13","2023-09-13","六年","2018-09-13"
"北京市房山区周口店车管所","臧之","公民身份证","211023199207254996","体育馆路1号幸福大街南口天坛饭店一层","13400937315","G:大中型拖拉机","211023199207254996","2017-12-18","2017-12-18","2023-12-18","六年","2018-12-18"
"葫芦岛市连山区虹螺山车管所","严旭","公民身份证","211205198901268006","水碓子东路14号4号一楼","15605862299","H:小型拖拉机","211205198901268006","2018-05-29","2018-05-29","2024-05-29","六年","2019-05-29"
"铁力市东升车管所","舒栋","公民身份证","211419199102049338","田村路43号京粮广场南3层","15707368819","T:悬挂式联合收割机","211419199102049338","2016-06-22","2016-06-22","2022-06-22","六年","2017-06-22"
"呼和浩特市浑河车管所","施菊","公民身份证","211613198604063708","吴家场路1号悦邻购物西侧底商","13200130311","K:手扶拖拉机","211613198604063708","2017-08-30","2017-08-30","2023-08-30","六年","2018-08-30"
"承德市双滦区金厂沟车管所","钱保","公民身份证","211811199706163888","阜成路2号","15602812035","S:操纵杆自走式联合收割机","211811199706163888","2015-09-12","2015-09-12","2021-09-12","六年","2016-09-12"
"葫芦岛市连山区虹螺山车管所","谢伦","公民身份证","220727198505119016","北洼路28号首师大北校园斜对面","13604227359","G:大中型拖拉机","220727198505119016","2015-11-01","2015-11-01","2021-11-01","六年","2016-11-01"
"呼和浩特市浑河车管所","谈翔旭","公民身份证","221102197406267942","怡馨家园1号楼二门905室","15907618676","T:悬挂式联合收割机","221102197406267942","2015-07-08","2015-07-08","2021-07-08","六年","2016-07-08"
"北安市缸窑车管所","席宜可","公民身份证","221310199210141350","大屯路慧忠里小区201号楼1层","15603207491","S:操纵杆自走式联合收割机","221310199210141350","2014-01-03","2014-01-03","2020-01-03","六年","2015-01-03"
"赤峰市松山区安庆沟车管所","姜力","公民身份证","221312197105168083","集美家居地下一层","15500423394","G:大中型拖拉机","221312197105168083","2017-08-29","2017-08-29","2023-08-29","六年","2018-08-29"
"承德市双滦区金厂沟车管所","赵致树","公民身份证","230421197910112567","朝阳红军营东路","15104387529","T:悬挂式联合收割机","230421197910112567","2016-11-09","2016-11-09","2022-11-09","六年","2017-11-09"
"北安市缸窑车管所","汤寒","公民身份证","230522197709108164","珠江罗马嘉园57号楼702室","15702533258","T:悬挂式联合收割机","230522197709108164","2017-01-17","2017-01-17","2023-01-17","六年","2018-01-17"
"姜堰市周山河车管所","岑才发","公民身份证","230528199604297728","南官房胡同5号","15705815300","G:大中型拖拉机","230528199604297728","2016-10-10","2016-10-10","2022-10-10","六年","2017-10-10"
"铁力市东升车管所","庞才发","公民身份证","230723197612119599","新中街","15102654313","T:悬挂式联合收割机","230723197612119599","2016-01-18","2016-01-18","2022-01-18","六年","2017-01-18"
"海林市新海车管所","韦启","公民身份证","230724197803308456","朝阳北路14号楼","15902394750","T:悬挂式联合收割机","230724197803308456","2014-01-18","2014-01-18","2020-01-18","六年","2015-01-18"
"南通市如东车管所","卜龙","公民身份证","230728198309101812","复兴路51号凯德晶品购物中心5层","15808816079","G:大中型拖拉机","230728198309101812","2016-10-16","2016-10-16","2022-10-16","六年","2017-10-16"
"海林市新海车管所","成思","公民身份证","231214198003223375","首都机场南路甲1号","15302166474","S:操纵杆自走式联合收割机","231214198003223375","2014-07-06","2014-07-06","2020-07-06","六年","2015-07-06"
"葫芦岛市连山区虹螺山车管所","薛信子","公民身份证","231227199902262679","永安路175号","15907973900","S:操纵杆自走式联合收割机","231227199902262679","2017-06-01","2017-06-01","2023-06-01","六年","2018-06-01"
"湖州市鹿山车管所","严超","公民身份证","231301199306275320","香江北路康营24期","13103014308","S:操纵杆自走式联合收割机","231301199306275320","2018-06-27","2018-06-27","2024-06-27","六年","2019-06-27"
"北安市缸窑车管所","计善","公民身份证","310926198006303181","七圣中街12号院爱琴海购物中心五层","15701336646","K:手扶拖拉机","310926198006303181","2017-05-12","2017-05-12","2023-05-12","六年","2018-05-12"
"南通市如东车管所","范筠柔","公民身份证","311204197811275230","双榆树北路61号","13004402457","G:大中型拖拉机","311204197811275230","2018-08-06","2018-08-06","2024-08-06","六年","2019-08-06"
"湖州市鹿山车管所","成芸","公民身份证","311510198205207165","渤海镇苇店村","13906500198","S:操纵杆自走式联合收割机","311510198205207165","2016-10-21","2016-10-21","2022-10-21","六年","2017-10-21"
"七台河市东风车管所","孟中","公民身份证","311521199312059315","万达广场","13101370325","G:大中型拖拉机","311521199312059315","2017-08-02","2017-08-02","2023-08-02","六年","2018-08-02"
"铁力市东升车管所","魏伦","公民身份证","311604197509165669","闵庄路樱桃园内","13106246570","S:操纵杆自走式联合收割机","311604197509165669","2017-11-18","2017-11-18","2023-11-18","六年","2018-11-18"
"七台河市东风车管所","阮希","公民身份证","311620199103188863","新城子镇曹家路村","13203715059","H:小型拖拉机","311620199103188863","2014-06-30","2014-06-30","2020-06-30","六年","2015-06-30"
"葫芦岛市连山区虹螺山车管所","马芝玉","公民身份证","320104197104043935","朝阳亚运村慧忠路9号","15305010375","G:大中型拖拉机","320104197104043935","2018-08-17","2018-08-17","2024-08-17","六年","2019-08-17"
"姜堰市周山河车管所","蒋勇毅","公民身份证","320326199403134852","青年湖西里4号附近","13401531071","T:悬挂式联合收割机","320326199403134852","2014-03-29","2014-03-29","2020-03-29","六年","2015-03-29"
"双鸭山市四宝车管所","范维启","公民身份证","321215198802057859","什刹海野鸭岛码头","13903941270","K:手扶拖拉机","321215198802057859","2018-10-12","2018-10-12","2024-10-12","六年","2019-10-12"
"南通市如东车管所","酆宏言","公民身份证","321316198909297625","海淀太平路十七号院门口","15004622802","T:悬挂式联合收割机","321316198909297625","2014-03-11","2014-03-11","2020-03-11","六年","2015-03-11"
"七台河市东风车管所","马雄琛","公民身份证","321610199205086047","岭南路36号广东大厦1-3楼","13503144663","R:方向盘自走式联合收割机","321610199205086047","2016-06-12","2016-06-12","2022-06-12","六年","2017-06-12"
"酒泉市肃州区长城车管所","彭明永","公民身份证","321725199105199396","国美第一城2号院6号楼","15502148679","S:操纵杆自走式联合收割机","321725199105199396","2018-12-04","2018-12-04","2024-12-04","六年","2019-12-04"
"南通市如东车管所","柏岚苑","公民身份证","330122197005309394","马甸裕民路3号","13801335900","S:操纵杆自走式联合收割机","330122197005309394","2015-07-29","2015-07-29","2021-07-29","六年","2016-07-29"
"北京市房山区周口店车管所","俞风航","公民身份证","330203197011122430","十八里店南桥全聚德向西200米","13407351456","H:小型拖拉机","330203197011122430","2014-11-08","2014-11-08","2020-11-08","六年","2015-11-08"
"七台河市东风车管所","邹悦昭","公民身份证","330314199307073038","望花路3号","13908575353","S:操纵杆自走式联合收割机","330314199307073038","2018-04-24","2018-04-24","2024-04-24","六年","2019-04-24"
"南康市大山脑车管所","戴达安","公民身份证","330407197305027590","兴丰南大街96号附近","13206057793","T:悬挂式联合收割机","330407197305027590","2014-05-16","2014-05-16","2020-05-16","六年","2015-05-16"
"铁力市东升车管所","萧厚庆","公民身份证","330706197911134002","中关村东路清华科技园·启迪科技大厦A座1层","13308614923","T:悬挂式联合收割机","330706197911134002","2017-09-04","2017-09-04","2023-09-04","六年","2018-09-04"
"北京市房山区周口店车管所","费芝玉","公民身份证","330725197403244234","常营中路8号","13504750446","T:悬挂式联合收割机","330725197403244234","2014-06-13","2014-06-13","2020-06-13","六年","2015-06-13"
"舟山市普陀山车管所","滕俊峰","公民身份证","331502198112275193","方庄南路157号","13402175604","H:小型拖拉机","331502198112275193","2018-04-10","2018-04-10","2024-04-10","六年","2019-04-10"
"酒泉市肃州区长城车管所","彭浩亮","公民身份证","331618197703175639","马池口亭子庄村亭百路北口","15000668211","H:小型拖拉机","331618197703175639","2014-01-16","2014-01-16","2020-01-16","六年","2015-01-16"
"葫芦岛市连山区虹螺山车管所","吕艳","公民身份证","331817199706076189","南四环西路186号汉威国际广场一区1号楼M层西侧","15808287853","S:操纵杆自走式联合收割机","331817199706076189","2018-08-30","2018-08-30","2024-08-30","六年","2019-08-30"
"舟山市普陀山车管所","柳毅","公民身份证","340205199110177285","怀北镇椴树岭村黄土梁10号云蒙山附近","13101621564","K:手扶拖拉机","340205199110177285","2014-07-23","2014-07-23","2020-07-23","六年","2015-07-23"
"北京市房山区周口店车管所","岑娴","公民身份证","340215199506091507","北新华街96号","15701301692","R:方向盘自走式联合收割机","340215199506091507","2018-12-27","2018-12-27","2024-12-27","六年","2019-12-27"
"铁力市东升车管所","冯朋斌","公民身份证","340313197603274438","渤海镇田仙峪村","15903414007","S:操纵杆自走式联合收割机","340313197603274438","2018-08-28","2018-08-28","2024-08-28","六年","2019-08-28"
"北安市缸窑车管所","齐策腾","公民身份证","340701198610248852","金台里甲15号万惠商场3楼","13604042838","G:大中型拖拉机","340701198610248852","2018-01-15","2018-01-15","2024-01-15","六年","2019-01-15"
"南通市如东车管所","施薇","公民身份证","340906197507138248","汽配城东门","15200435775","R:方向盘自走式联合收割机","340906197507138248","2016-08-22","2016-08-22","2022-08-22","六年","2017-08-22"
"葫芦岛市连山区虹螺山车管所","史子","公民身份证","340910199303137384","九棵树西路142号旗舰凯旋小区底商","13603233270","G:大中型拖拉机","340910199303137384","2016-11-06","2016-11-06","2022-11-06","六年","2017-11-06"
"湖州市鹿山车管所","姚亮","公民身份证","341120197710251986","建国门内大街18号恒基中心商场2楼23号商铺","15802315284","T:悬挂式联合收割机","341120197710251986","2016-06-15","2016-06-15","2022-06-15","六年","2017-06-15"
"葫芦岛市连山区虹螺山车管所","臧武新","公民身份证","341802197812146979","友谊路102-17号楼","15606815412","R:方向盘自走式联合收割机","341802197812146979","2015-01-26","2015-01-26","2021-01-26","六年","2016-01-26"
"海林市新海车管所","邬生龙","公民身份证","350317197810149336","土桥中街","15805135410","S:操纵杆自走式联合收割机","350317197810149336","2018-11-08","2018-11-08","2024-11-08","六年","2019-11-08"
"海林市新海车管所","何绍功","公民身份证","350715199201113851","永安路175号","13407436303","H:小型拖拉机","350715199201113851","2017-04-27","2017-04-27","2023-04-27","六年","2018-04-27"
"南康市大山脑车管所","伍伯","公民身份证","351418199508203980","学清路58同城大楼D门内","15005646724","H:小型拖拉机","351418199508203980","2018-09-11","2018-09-11","2024-09-11","六年","2019-09-11"
"赤峰市松山区安庆沟车管所","毛中","公民身份证","351504199801151786","红坊路","13305721409","R:方向盘自走式联合收割机","351504199801151786","2015-02-19","2015-02-19","2021-02-19","六年","2016-02-19"
"海林市新海车管所","许旭","公民身份证","351602198010123611","东大桥路9号侨福芳草地购物中心LG2层","13601057812","T:悬挂式联合收割机","351602198010123611","2017-12-09","2017-12-09","2023-12-09","六年","2018-12-09"
"承德市双滦区金厂沟车管所","姜晓","公民身份证","361205198809107856","水闸路12号三家店西口车站","15501428998","T:悬挂式联合收割机","361205198809107856","2015-02-04","2015-02-04","2021-02-04","六年","2016-02-04"
