"1","610607199308024262","奚弹者","1993/8/2","女","汉族","陕西省延安市宝塔区","吕家营餐饮街30号","小学","18535585516","河北石家庄市","河北石家庄市赞皇县嶂石岩乡
","2004/4/21","2004/4/21","北京北京市海淀区学院路街道
","深圳键桥通讯技术股份有限公司","授予荣誉称号","见义勇为模范","有保障","差","否","一万元以上","奚弹者于2004-04-21在河北石家庄市藁城市廉州镇
见义勇为救了落水者"
"2","310604198512296657","汤面","1985/12/29","男","汉族","上海市崇明县","万寿路君安写字楼","大学","14926016393","河北石家庄市","河北石家庄市裕华区裕强街道
","2008/4/23","2008/4/23","河北石家庄市平山县上观音堂乡
","中油龙昌(集团)股份有限公司","颁发奖励金","见义勇为模范","有保障","一般","是","五千到一万元","汤面于2008-04-23在北京北京市密云县北京密云经济开发区
积极参与抢险救灾"
"3","511005199007202797","邬都级","1990/7/20","男","满族","四川省内江市市中区","回龙观新龙城北街北区15号龙虾33私房菜","无","18544832982","北京北京市","北京北京市门头沟区斋堂镇
","2003/2/23","2003/2/23","河北石家庄市藁城市增村镇
","方大特钢科技股份有限公司","颁发奖励金","见义勇为先进个人","无保障","一般","否","一千到五千元","邬都级于2003-02-23在天津天津市滨海新区北塘经济区
见义勇为制服了歹徒"
"4","440220198807012609","项新凡","1988/7/1","女","汉族","广东省韶关市浈江区","大屯路华夏良子向东路口右转","小学","15630396309","河北石家庄市","河北石家庄市辛集市新垒头镇
","2011/12/21","2011/12/21","北京北京市通州区台湖镇
","中国四川国际合作股份有限公司","颁发奖励金","见义勇为模范","无保障","良好","否","一千到五千元","项新凡于2011-12-21在天津天津市蓟县杨津庄镇
积极参与抢险救灾"
"5","630906198607109304","姚充趣","1986/7/10","女","汉族","青海省西宁市大通回族土族自治县","国贸附近","大学","13448210800","天津天津市","天津天津市津南区津南国家农业园区
","2009/7/5","2009/7/5","北京北京市大兴区亦庄
","云南罗平锌电股份有限公司","颁发奖励金","见义勇为模范","无保障","良好","否","一千到五千元","姚充趣于2009-07-05在河北石家庄市平山县上观音堂乡
见义勇为制服了歹徒"
"6","211527198907103994","屈暗取","1989/7/10","男","汉族","辽宁省葫芦岛市兴城市","大屯北路金泉美食宫一层大屯里312-8","高中","15875413954","河北石家庄市","河北石家庄市井陉县威州镇
","2004/2/20","2004/2/20","河北石家庄市无极县高头回族乡
","大连大杨创世股份有限公司","其他奖励","见义勇为模范","有保障","良好","否","一千到五千元","屈暗取于2004-02-20在天津天津市东丽区万新街道
见义勇为制服了歹徒"
"7","510106200009064001","邵际狗","2000/9/6","女","汉族","四川省成都市金牛区","东直门内大街5号楼（6）","小学","13229575561","北京北京市","北京北京市西城区展览路街道
","2007/6/9","2007/6/9","河北石家庄市无极县张段固镇
","深圳市飞马国际供应链股份有限公司","通报嘉奖","见义勇为模范","无保障","良好","是","一千到五千元","邵际狗于2007-06-09在天津天津市红桥区大胡同街道
见义勇为抓住小偷"
"8","651618198501228134","伍住推","1985/1/22","男","汉族","新疆维吾尔族自治区克拉玛依市乌尔禾区","丽园路彩虹新城小区北门东侧","硕士","14985327528","河北石家庄市","河北石家庄市裕华区太行街道
","2010/8/3","2010/8/3","河北石家庄市井陉县南峪镇
","烟台冰轮股份有限公司","其他奖励","见义勇为模范","有保障","一般","是","一千到五千元","伍住推于2010-08-03在河北石家庄市长安区建北街道
积极参与抢险救灾"
"9","370416198112314067","苗推木","1981/12/31","女","维吾尔族","山东省枣庄市山亭区","横七条龙隆昌大厦底商","初中","13163516285","河北石家庄市","河北石家庄市灵寿县塔上镇
","2010/6/10","2010/6/10","北京北京市通州区永顺
","江苏亨通光电股份有限公司","颁发奖励金","见义勇为先进个人","无保障","差","否","一千到五千元","苗推木于2010-06-10在河北石家庄市晋州市槐树镇
见义勇为抓住小偷"
"10","461122199410224947","梁熟流","1994/10/22","女","满族","海南省三亚市市辖区","亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁","初中","13271930905","天津天津市","天津天津市河东区春华街道
","2012/6/29","2012/6/29","河北石家庄市辛集市田家庄乡
","深圳顺络电子股份有限公司","其他奖励","见义勇为先进个人","有保障","一般","否","一千到五千元","梁熟流于2012-06-29在天津天津市滨海新区迎宾街道
见义勇为救了落水者"
