"1","3102265493294800039541518","后宰门街道","上海市后宰门街道","经营用房","剪力墙结构","411","452117982268","陈淑莎","居民身份证","220125197002207742","季婉妹","居民身份证","421518197708213551","2011-09-12","转移登记"
"2","3105111293329250617358151","白纸坊街道","上海市白纸坊街道","商业用房","钢混结构","1092","627805883271","蒋可梦","居民身份证","350818197802275732","蒋浩","居民身份证","520721198801088847","2012-07-29","抵押登记"
"3","3308165312649855079692680","广安门外街道","浙江省嘉兴市广安门外街道","商业用房","剪力墙结构","352","648615339686","谈美","居民身份证","441116197309242640","童萍琴","居民身份证","121523199111109538","2012-10-16","变更登记"
"4","4414223275364730059184368","白纸坊街道","广东省广州市白纸坊街道","文体娱乐设施","砖混结构","414","764315910579","梅伦","居民身份证","131516198106271313","祝永伦","居民身份证","310422198512152919","2011-08-07","网上签约"
"5","3504178214036134234420226","育才街道","福建省南平市育才街道","文体娱乐设施","剪力墙结构","458","392543482579","袁璐","居民身份证","231526197202156159","傅娴爽","居民身份证","110609198407051594","2017-03-27","预售合同备案"
"6","5211166206683326838674471","北苑街道","贵州省遵义市北苑街道","政府和公用设施","框架结构","653","739571144534","刘亨","居民身份证","431517198010062992","车眉","居民身份证","321806198608028841","2013-02-05","预售合同备案"
"7","1305204557725630379094717","石岗街道","河北省衡水市石岗街道","住宅","框架结构","242","256208739776","严康","居民身份证","610409199703218690","程勤韵","居民身份证","130212199311023267","2016-02-22","预售合同备案"
"8","3407033316075850718667262","合作路街道","安徽省芜湖市合作路街道","文体娱乐设施","砖混结构","847","107115353145","甄力轮","居民身份证","361318198206023993","穆贵","居民身份证","110820198011111884","2017-03-21","抵押登记"
"9","6101261016367799665260386","东里街道","陕西省延安市东里街道","商业用房","钢混结构","755","992080949383","卫琛泰","居民身份证","440917197402065527","贝平旭","居民身份证","110723197102163593","2016-08-15","转移登记"
"10","3612021401624309561106179","孝陵卫街道","江西省景德镇市孝陵卫街道","工业用途","钢结构","898","425594199216","祁秀","居民身份证","341811199603251412","柯翠","居民身份证","430201198609244809","2014-06-25","变更登记"
"11","3111166975693439831716945","五七街道","上海市五七街道","住宅","钢混结构","116","760465595458","唐寒","居民身份证","320513197812179362","刘梁仁","居民身份证","141109199803012437","2013-03-22","抵押登记"
"12","5001087539093201903875332","垡头街道","重庆市垡头街道","住宅","钢结构","184","885263976950","杨艳","居民身份证","211817197910104651","蒋政弘","居民身份证","320118198103062738","2014-04-09","变更登记"
"13","3511041499284265239853819","大郭镇","福建省莆田市大郭镇","商业用房","剪力墙结构","909","407733921566","葛义","居民身份证","421801198710011947","张毅","居民身份证","131702199211238659","2017-04-15","抵押登记"
"14","3117068335832044387493584","天桥街道","上海市天桥街道","工业用途","钢混结构","1026","856048250832","米承飞","居民身份证","520811198607288783","石冠","居民身份证","120314198907047697","2014-01-04","网上签约"
"15","4202266688697244342697683","左家庄街道","湖北省武汉市左家庄街道","工业用途","钢混结构","218","326381939580","何乐","居民身份证","230619197708207448","卢静","居民身份证","331211197201077744","2012-10-08","预售合同备案"
"16","5309277233657021715310508","中华门街道","云南省曲靖市中华门街道","政府和公用设施","框架结构","566","756022882199","莫鸣","居民身份证","110701199010016082","周 ","居民身份证","110921197306258328","2015-11-08","预售合同备案"
"17","1215249215953964695777114","红旗街道","天津市红旗街道","经营用房","剪力墙结构","1119","494144959975","包爱","居民身份证","460609199111109817","车咏艺","居民身份证","511427197707285392","2017-05-24","抵押登记"
"18","3402151344787189899432819","西苑街道","安徽省亳州市西苑街道","住宅","砖混结构","221","535197355427","华宁","居民身份证","611606197403087525","朱鹏富","居民身份证","441011197108037034","2013-10-13","变更登记"
"19","2117202820616398531147591","劲松街道","辽宁省大连市劲松街道","政府和公用设施","框架结构","892","733712567429","杜元林","居民身份证","310817199408182132","胡安会","居民身份证","521802199604303717","2017-01-15","变更登记"
"20","4203249793369627112692366","南村镇","湖北省黄石市南村镇","文体娱乐设施","钢混结构","207","768389889304","韦勤佳","居民身份证","131015197503067639","华榕","居民身份证","531203197512263155","2014-11-24","抵押登记"
"21","2112224092192761694844943","莫愁街道","辽宁省抚顺市莫愁街道","经营用房","框架结构","1037","876775959997","张武","居民身份证","441725199104128965","云磊","居民身份证","511207196911056371","2015-03-04","网上签约"
"22","3106149262644152757540854","东四街道","上海市东四街道","商业用房","框架结构","1029","869213331471","祁毅","居民身份证","130311197610207723","夏娅","居民身份证","440925197002182758","2014-02-27","变更登记"
"23","5215205845521807118119480","维明街道","贵州省贵阳市维明街道","工业用途","钢混结构","264","222697141026","万启","居民身份证","460120197205309289","韦伯敬","居民身份证","460216199701131529","2017-04-12","转移登记"
"24","1311132176378225879421788","长丰街道","河北省邯郸市长丰街道","商业用房","框架结构","1186","501607813551","戚致","居民身份证","411514198408231459","柯璐","居民身份证","320521198602216284","2013-04-15","转移登记"
