"1","511013200103281426","许之","2001/3/28","女","满族","四川省内江市东兴区","望京商业中心中庭广场F座109","高中","17664318628","北京北京市","北京北京市海淀区田村路街道
","危险品押运员","危险品押运员资格证","463725893","2020/1/14","杨值帮","17835726595","云南锡业股份有限公司"
"2","611107199906296528","鲁右身","1999/6/29","女","汉族","陕西省汉中市佛坪县","欣宁街15号荟聚购物中心2楼","小学","14568316321","天津天津市","天津天津市蓟县尤古庄镇
","危险品驾驶员","危险品驾驶员资格证","374913690","2022/10/25","沈并有","18757426923","珠海鑫光集团股份有限公司"
"3","111827197811273236","屈读弹","1978/11/27","男","汉族","北京市延庆县","文华西路赵记蜜制烤翅旁","初中","15311876877","天津天津市","天津天津市红桥区邵公庄街道
","危险品押运员","危险品押运员资格证","403343843","2022/9/14","潘共皮","15912741733","武汉中商集团股份有限公司"
"4","811114198912182895","周手即","1989/12/18","男","汉族","新疆维吾尔族自治区石河子市","复兴路五棵松乐视体育生态中心内华熙live097商铺","高中","14759277728","河北石家庄市","河北石家庄市藁城市贾市庄镇
","危险品驾驶员","危险品驾驶员资格证","418577913","2022/2/20","杨急结","17341932534","福建龙净环保股份有限公司"
"5","411406199304153878","秦兴及","1993/4/15","男","汉族","河南省商丘市睢阳区","石景山路2号北京台湾街C01区3号楼首层","初中","17827595873","北京北京市","北京北京市门头沟区妙峰山镇
","危险品押运员","危险品押运员资格证","340045724","2022/5/28","邹受抱","13719393020","四川升达林业产业股份有限公司"
"6","111422197011029229","和被优","1970/11/2","女","苗族","北京市延庆县","窦店镇瓦窑头夹克的虾房山店","小学","18396856346","北京北京市","北京北京市海淀区苏家坨
","危险品押运员","危险品押运员资格证","258753299","2020/5/10","柏并百","15648513265","广州市浪奇实业股份有限公司"
"7","410311197401065368","苗继先","1974/1/6","女","维吾尔族","河南省洛阳市郊区","古城小街8号","初中","18394047245","河北石家庄市","河北石家庄市辛集市南智邱镇
","危险品驾驶员","危险品驾驶员资格证","324307585","2022/1/26","袁该肉","13330568815","山东阳谷华泰化工股份有限公司"
"8","121225197210232345","舒密岁","1972/10/23","女","汉族","天津市蓟县","北京丰台区临泓路1号","初中","14993035832","北京北京市","北京北京市丰台区卢沟桥
","危险品押运员","危险品押运员资格证","853867547","2022/5/17","水紧品","14518937657","北京中长石基信息技术股份有限公司"
"9","461011198112161310","滕样大","1981/12/16","男","汉族","海南省三亚市市辖区","建国路京通大厦附近","初中","14546601744","河北石家庄市","河北石家庄市井陉矿区贾庄镇
","危险品押运员","危险品押运员资格证","766228872","2021/12/17","于顾欧","18270229656","天津天士力制药股份有限公司"
"10","310623199406301984","郑击普","1994/6/30","女","汉族","上海市崇明县","田村路京粮广场2楼","无","14749203175","北京北京市","北京北京市昌平区霍营街道
","危险品押运员","危险品押运员资格证","585896299","2020/3/19","宋警确","13828714211","四川长虹电器股份有限公司"
"11","510102199607288702","毕顺革","1996/7/28","女","满族","四川省成都市市辖区","双榆树北里榆苑公寓","小学","17053318762","北京北京市","北京北京市怀柔区北房镇
","危险品驾驶员","危险品驾驶员资格证","416788720","2020/9/25","苗站近","18950823361","深圳市拓日新能源科技股份有限公司"
"12","620724199004075214","毕干探","1990/4/7","男","汉族","甘肃省天水市张家川回族自治县","东北旺苗圃厂部一区平房23号","初中","15564710627","北京北京市","北京北京市海淀区清华园街道
","危险品驾驶员","危险品驾驶员资格证","426828584","2022/5/3","萧录禁","15666153304","山东新华锦国际股份有限公司"
"13","131715198606196131","严行妇","1986/6/19","男","汉族","河北省衡水市深州市","石景山路2号北京台湾街C01区3号楼首层","小学","13014776809","北京北京市","北京北京市东城区北新桥街道
","危险品押运员","危险品押运员资格证","302272197","2020/6/9","谈按雷","15681992524","内蒙古鄂尔多斯羊绒制品股份有限公司"
"14","231418199612226428","邵优利","1996/12/22","女","汉族","黑龙江省黑河市五大连池市","昌崔路北邵洼地铁","小学","17268520559","天津天津市","天津天津市蓟县尤古庄镇
","危险品押运员","危险品押运员资格证","823959514","2022/8/6","项肉楼","13677564871","大连冷冻机股份有限公司"
"15","410618198902138871","葛本力","1989/2/13","男","汉族","河南省鹤壁市郊区","广顺北大街六佰本商业街","初中","13129423400","天津天津市","天津天津市和平区新兴街道
","危险品押运员","危险品押运员资格证","510124634","2021/11/24","谈般","18556274282","宁波双林汽车部件股份有限公司"
"16","540118199910045947","齐之入","1999/10/4","女","汉族","西藏自治区拉萨市城关区","北洼西里48号宝联体育公园院内手抓龙虾","大学","18323890580","天津天津市","天津天津市红桥区西沽街道
","危险品押运员","危险品押运员资格证","873020471","2022/11/28","尹目琴","18796300141","深圳赤湾石油基地股份有限公司"
"17","511803197510163776","孔合份","1975/10/16","男","汉族","四川省广安市华蓥市","崇文门外大街国瑞购物中心3F西南","小学","13593145517","北京北京市","北京北京市通州区永乐店镇
","危险品驾驶员","危险品驾驶员资格证","466822888","2021/7/19","黄份随","18041772180","北京赛迪传媒投资股份有限公司"
"18","371626199808299547","殷洛","1998/8/29","女","汉族","山东省聊城市临清市","北青云路青云小区对面","大学","18255988176","天津天津市","天津天津市蓟县礼明庄镇
","危险品押运员","危险品押运员资格证","731317079","2020/1/6","潘站刘","17871350235","辽宁曙光汽车集团股份有限公司"
"19","631216199607095421","安露拍","1996/7/9","女","汉族","青海省西宁市大通回族土族自治县","亦庄荣昌东街地铁站旁","初中","18518844335","北京北京市","北京北京市怀柔区怀柔
","危险品押运员","危险品押运员资格证","590157375","2022/1/20","殷会恶","14716706946","江苏润邦重工股份有限公司"
"20","340126198808041003","于长队","1988/8/4","女","汉族","安徽省合肥市肥西县","花园路8号","无","18336206988","河北石家庄市","河北石家庄市行唐县上碑镇
","危险品押运员","危险品押运员资格证","523833719","2020/2/22","倪林反","13353714959","海宁中国皮革城股份有限公司"
"21","341117199010283170","葛五即","1990/10/28","男","汉族","安徽省滁州市南谯区","红霞中路北京荣源兴业水站旁","无","17787266034","北京北京市","北京北京市大兴区安定镇
","危险品押运员","危险品押运员资格证","197709169","2022/1/29","奚疑费","17036817228","江苏通润工具箱柜股份有限公司"
"22","440122200010042689","臧气萨","2000/10/4","女","汉族","广东省广州市黄埔区","北七家镇燕城苑南区","高中","18970294851","天津天津市","天津天津市西青区中北镇
","危险品押运员","危险品押运员资格证","327778085","2022/4/9","邬村个","17265679620","江苏新民纺织科技股份有限公司"
"23","130726197312185890","沈时席","1973/12/18","男","汉族","河北省张家口市蔚县","双榆树北里榆苑公寓","大学","13845058970","北京北京市","北京北京市怀柔区龙山街道
","危险品驾驶员","危险品驾驶员资格证","486816981","2021/11/28","彭十浪","17196811903","长城信息产业股份有限公司"
"24","350716197610187447","成安","1976/10/18","女","汉族","福建省南平市延平区","横七条龙隆昌大厦底商","小学","15945373044","天津天津市","天津天津市北辰区双街镇
","危险品驾驶员","危险品驾驶员资格证","684083354","2021/2/10","冯油教","14937243223","浙江尤夫高新纤维股份有限公司"
"25","621512198601014245","康校秘","1986/1/1","女","汉族","甘肃省天水市张家川回族自治县","文慧园西路内100米","小学","15759127338","河北石家庄市","河北石家庄市元氏县北正乡
","危险品驾驶员","危险品驾驶员资格证","450097398","2021/3/17","时欧察","15587641733","深圳市华测检测技术股份有限公司"
"26","450702199407081458","成嘴取","1994/7/8","男","汉族","广西壮族自治区钦州市钦南区","回龙观镇北清路1号院8号楼底商","无","18724285584","天津天津市","天津天津市河西区梅江街道
","危险品押运员","危险品押运员资格证","745163832","2022/7/4","乐忘黄","18440371362","上海美特斯邦威服饰股份有限公司"
"27","431502197503136903","常彩汽","1975/3/13","女","汉族","湖南省怀化市洪江市","建国路93号万达广场16号楼103室","小学","17711856164","北京北京市","北京北京市朝阳区八里庄街道
","危险品驾驶员","危险品驾驶员资格证","272650081","2021/7/22","顾致害","17564777944","沈阳新松机器人自动化股份有限公司"
"28","521812198201258703","水休持","1982/1/25","女","汉族","贵州省遵义市仁怀市","复兴路五棵松乐视体育生态中心内华熙live097商铺","博士","18816574354","北京北京市","北京北京市朝阳区常营
","危险品押运员","危险品押运员资格证","854476445","2020/4/3","顾藏礼","14945056489","北京首都开发股份有限公司"
"29","441507197703231068","吕编","1977/3/23","女","回族","广东省汕尾市城区","农业大学西校区","初中","13167828633","北京北京市","北京北京市延庆县四海镇
","危险品驾驶员","危险品驾驶员资格证","695602526","2021/4/12","毕这坤","13076175433","北京王府井百货(集团)股份有限公司"
"30","330125198905245595","何华算","1989/5/24","男","汉族","浙江省杭州市桐庐县","东北旺苗圃厂部一区平房23号","初中","15629540531","河北石家庄市","河北石家庄市晋州市总十庄镇
","危险品押运员","危险品押运员资格证","390229186","2021/3/13","柏满托","13341545778","康美药业股份有限公司"
"31","621812199010193015","凤招语","1990/10/19","男","汉族","甘肃省天水市张家川回族自治县","亦庄荣昌东街地铁站旁","小学","13125446612","北京北京市","北京北京市昌平区天通苑北街道
","危险品押运员","危险品押运员资格证","200353457","2021/4/1","汤杀短","17547725323","沈阳惠天热电股份有限公司"
"32","220210198410085292","米背目","1984/10/8","男","汉族","吉林省吉林市船营区","民旺北胡同民旺园","高中","17077249964","北京北京市","北京北京市门头沟区雁翅镇
","危险品驾驶员","危险品驾驶员资格证","575812580","2021/2/12","郑吸朋","17055160796","广州发展实业控股集团股份有限公司"
"33","651601199703179832","朱方鲜","1997/3/17","男","汉族","新疆维吾尔族自治区克拉玛依市乌尔禾区","国贸附近","初中","14583251800","北京北京市","北京北京市海淀区西北旺
","危险品驾驶员","危险品驾驶员资格证","661292962","2020/5/20","祁尔于","17715689821","哈尔滨誉衡药业股份有限公司"
"34","340927198007254472","郑红模","1980/7/25","男","汉族","安徽省安庆市桐城市","塔营北街北双桥村村委会西行10米","小学","18123276122","天津天津市","天津天津市河西区梅江街道
","危险品驾驶员","危险品驾驶员资格证","748137385","2022/4/20","苏鱼顶","17048779800","江苏申龙高科集团股份有限公司"
"35","510511200009262854","鲍差所","2000/9/26","男","回族","四川省泸州市龙马潭区","黄寺大街佰隆大厦4层","小学","15988355031","天津天津市","天津天津市宝坻区大钟庄镇
","危险品驾驶员","危险品驾驶员资格证","913006452","2021/6/13","沈丽精","15263442401","深圳市特力(集团)股份有限公司"
"36","810520198408202814","郑道","1984/8/20","男","汉族","新疆维吾尔族自治区石河子市","回龙观龙禧三街东亚上北北侧底商14-19","无","17748473088","北京北京市","北京北京市房山区大石窝镇
","危险品驾驶员","危险品驾驶员资格证","938985842","2021/9/26","柏民佛","17193007215","湖南华菱钢铁股份有限公司"
