"1","151516196211232314","韩下钱","1962/11/23","男","汉族","内蒙古自治区赤峰市敖汉旗","二拨子工业园区中路102号","初中","15765689271","北京北京市","北京北京市通州区永乐店镇
","残疾","是"
"2","510803198308303812","谢官骨","1983/8/30","男","汉族","四川省广元市市中区","塔营北街北双桥村村委会西行10米","高中","18732231560","河北石家庄市","河北石家庄市新华区联盟街道
","生活困难","是"
"3","140227195404087273","韦戏冷","1954/4/8","男","回族","山西省大同市大同县","七星东街七星园11号","无","14734814622","河北石家庄市","河北石家庄市新乐市马头铺镇
","残疾","否"
"4","631110195802215027","岑旧责","1958/2/21","女","壮族","青海省西宁市大通回族土族自治县","亮甲店桥头亮甲店路美怡汽车服务有限公司亮甲店分公司隔壁","小学","14754942486","北京北京市","北京北京市房山区蒲洼乡
","生活困难","否"
"5","540908197906169083","金阵米","1979/6/16","女","汉族","西藏自治区拉萨市墨竹工卡县","民旺北胡同民旺园","小学","14772615815","河北石家庄市","河北石家庄市井陉矿区横涧乡
","生活困难","否"
"6","131605198512055061","王怕留","1985/12/5","女","汉族","河北省衡水市深州市","民旺北胡同民旺园","小学","15557599333","河北石家庄市","河北石家庄市桥东区阜康街道
","重大疾病","否"
"7","221123196608098343","孙影靠","1966/8/9","女","汉族","吉林省白城市大安市","崇文门外大街国瑞购物中心3F西南","初中","14594216776","天津天津市","天津天津市南开区广开街道
","生活困难","是"
"8","620611197302122999","禹充两","1973/2/12","男","汉族","甘肃省天水市张家川回族自治县","回龙观龙禧三街东亚上北北侧底商14-19","无","15035327158","天津天津市","天津天津市滨海新区新城镇
","重大疾病","是"
"9","151614195709079046","费养际","1957/9/7","女","汉族","内蒙古自治区赤峰市敖汉旗","文慧园西路内100米","初中","14981229939","河北石家庄市","河北石家庄市新乐市南大岳镇
","残疾","是"
"10","320405198206053137","唐族犯","1982/6/5","男","汉族","江苏省常州市戚墅堰区","大栅栏西街88号","无","17532531541","河北石家庄市","河北石家庄市井陉县于家乡
","残疾","否"
"11","130728197208032138","方娜伯","1972/8/3","男","汉族","河北省张家口市怀安县","十八里店周庄嘉园C区4号院西门北200米","小学","15954667501","河北石家庄市","河北石家庄市平山县两河乡
","残疾","是"
"12","631015197702194862","鲁地青","1977/2/19","女","汉族","青海省西宁市大通回族土族自治县","亦庄荣昌东街地铁站旁","初中","18191292573","北京北京市","北京北京市东城区东四街道
","残疾","是"
"13","321404195201013102","黄艺则","1952/1/1","女","汉族","江苏省宿迁市泗洪县","东直门内大街10号楼-3号","小学","15289041803","河北石家庄市","河北石家庄市鹿泉市获鹿镇
","生活困难","是"
"14","110528197503173426","张孩素","1975/3/17","女","汉族","北京市延庆县","回龙观新龙城北街北区15号龙虾33私房菜","高中","13684918316","河北石家庄市","河北石家庄市赵县谢庄乡
","生活困难","是"
"15","150219197602279486","任装天","1976/2/27","女","汉族","内蒙古自治区包头市郊区","长辛店东三坡三里58号","小学","17634773535","北京北京市","北京北京市丰台区和义街道
","生活困难","是"
"16","651321197003091433","凤竟部","1970/3/9","男","汉族","新疆维吾尔族自治区克拉玛依市乌尔禾区","青年路27号院华纺新天地底商3-3","小学","17840535345","北京北京市","北京北京市西城区广安门外街道
","生活困难","是"
"17","140726196110175328","喻靠各","1961/10/17","女","汉族","山西省晋城市怀仁县","二拨子工业园区中路102号","小学","15044637392","天津天津市","天津天津市武清区大良镇
","残疾","是"
"18","620507196508055109","祝己秘","1965/8/5","女","彝族","甘肃省天水市北道区","广顺南大街悠乐汇610号楼107室","高中","15820914190","河北石家庄市","河北石家庄市鹿泉市李村镇
","生活困难","否"
"19","230214195812304506","计子福","1958/12/30","女","汉族","黑龙江省齐齐哈尔市梅里斯达斡尔族区","二拨子工业园区中路102号","初中","14782581921","河北石家庄市","河北石家庄市高邑县中韩乡
","重大疾病","是"
"20","130421195512144729","赵回最","1955/12/14","女","汉族","河北省邯郸市邯郸县","回龙观西大街9号 东亚上北 北侧底商16-10","高中","18879326540","北京北京市","北京北京市西城区椿树街道
","残疾","是"
"21","710607195607163154","常影而","1956/7/16","男","汉族","新疆维吾尔族自治区石河子市","站前街8号院","无","15987291879","河北石家庄市","河北石家庄市元氏县城区街道
","残疾","是"
"22","231615195111079599","方球","1951/11/7","男","彝族","黑龙江省黑河市五大连池市","王府井大街277号平房30,31,32栋","高中","15133099836","河北石家庄市","河北石家庄市平山县杨家桥乡
","残疾","是"
"23","130826195610077098","姚创错","1956/10/7","男","回族","河北省承德市丰宁满族自治县","大屯北路金泉美食宫一层大屯里312-8","大学","17688969430","北京北京市","北京北京市怀柔区宝山镇
","生活困难","是"
"24","441511198608275349","柳风份","1986/8/27","女","回族","广东省汕尾市城区","东直门内大街15-7号","无","15339914115","河北石家庄市","河北石家庄市正定县南牛乡
","重大疾病","是"
"25","810114195312055598","尤招候","1953/12/5","男","汉族","新疆维吾尔族自治区石河子市","万寿路君安写字楼","无","13435288427","天津天津市","天津天津市蓟县洇溜镇
","残疾","否"
"26","541623196011288311","汤票场","1960/11/28","男","汉族","西藏自治区拉萨市墨竹工卡县","黄村镇滨河街5号","小学","15133846944","北京北京市","北京北京市怀柔区长哨营满族乡
","残疾","是"
"27","540128195405291073","许端玩","1954/5/29","男","藏族","西藏自治区拉萨市墨竹工卡县","砖厂南里33号楼3层","初中","15762778959","天津天津市","天津天津市静海县大邱庄镇
","生活困难","是"
"28","361015195910231519","章支吸","1959/10/23","男","汉族","江西省赣州市南康市","望京商业中心中庭广场F座109","大学","14583724470","天津天津市","天津天津市静海县大丰堆镇
","重大疾病","是"
"29","511815197804297207","姚参屋","1978/4/29","女","回族","四川省广安市华蓥市","石景山路2号北京台湾街C01区3号楼首层","高中","17386523566","河北石家庄市","河北石家庄市行唐县北河乡
","重大疾病","是"
