"1040838","宣语芙","331021197711155008","浙江省台州市","2018-03-16","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","高飒飒"
"1172434","罗灵雁","330503199809156992","浙江省湖州市","2018-02-14","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","张思逸"
"1232699","台紫蓝","330917198604305024","浙江省舟山市","2015-01-14","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","王鑫怡"
"1329781","牟尔珍","330119199007134016","浙江省杭州市","2018-02-27","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","徐莹"
"1346490","禹雨寒","330210199106252992","浙江省宁波市","2018-04-11","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","张莉"
"1376554","刘亦瑶","330120198205155968","浙江省杭州市","2016-05-30","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","陈利和"
"1436699","莘代真","330607199707102016","浙江省绍兴市","2016-12-16","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","贝立波"
"1530506","栾夜蕾","330201198107232000","浙江省宁波市","2014-12-11","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","臧俊杰"
"1601032","弓灵薇","330406199305313984","浙江省嘉兴市","2015-07-27","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","朱永祥"
"1716540","米傲之","330707199111155968","浙江省金华市","2016-11-14","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","吴小雨"
"1739110","於碧凡","330525198401251968","浙江省湖州市","2014-09-10","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","徐从雨"
"1853354","谭谷丝","330928199107036032","浙江省舟山市","2014-05-30","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","王芳"
"1863154","益海云","330119198712296000","浙江省杭州市","2015-09-08","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","蒋莉莉"
"1875976","蒋惜文","330605199608025984","浙江省绍兴市","2017-07-27","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","朱旖旎"
"1980643","焦易烟","330320197804102016","浙江省温州市","2014-04-21","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","陈远洋"
"2018247","宁书瑶","330726199111195008","浙江省金华市","2018-02-01","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","王梅玲"
"2022870","凌友巧","330827198203222976","浙江省衢州市","2015-06-17","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","张永潮"
"2138737","琴紫翠","330122198807276032","浙江省杭州市","2018-05-21","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","朱礼亮"
"2225152","桓凌瑶","330609199405209024","浙江省绍兴市","2017-02-13","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","竺士明"
"2247346","仰问旋","330322199902046016","浙江省温州市","2018-01-12","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","叶凤霞"
"2336488","鄂念露","330406197806243008","浙江省嘉兴市","2018-03-15","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","黄露芹"
"2344737","幸从蓉","330310199206204992","浙江省温州市","2015-05-13","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","陈玮"
"2411115","广盼山","330923198003233024","浙江省舟山市","2017-01-23","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","姚小艳"
"2450151","樊冰彤","330628199404012992","浙江省绍兴市","2015-01-16","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","陈红萍"
"2486617","魏含蕾","330214199303025984","浙江省宁波市","2016-08-19","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","熊亚"
"2545594","毋寒雁","330724198810076032","浙江省金华市","2014-09-26","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","陈利梅"
"2569865","翟夏彤","330913198310262976","浙江省舟山市","2016-08-11","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","虞征"
"2575947","加涵双","330317197712222016","浙江省温州市","2015-06-23","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","汤旭勇"
"2618547","巩静曼","330514198404054976","浙江省湖州市","2017-01-18","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","林允鹏"
"2698981","甄沛菡","330915199508118016","浙江省舟山市","2017-11-02","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","黄宁宁"
"2711110","龚访旋","330401198305233984","浙江省嘉兴市","2016-05-03","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","任重"
"2769198","庄含玉","330817198105044992","浙江省衢州市","2017-12-13","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","张科技"
"2791294","郝谷山","330225199009251968","浙江省宁波市","2014-05-23","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","陈文亮"
"2816384","隗怀亦","330505198003276032","浙江省湖州市","2017-10-20","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","张弘"
"2845925","范海安","330117199707100992","浙江省杭州市","2017-07-26","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","王夏雨"
"2852112","韩千琴","330102198807209024","浙江省杭州市","2017-09-01","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","鲁珽"
"2853281","佟曼香","330413199305054976","浙江省嘉兴市","2017-07-07","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","曾志"
"2895999","毕南春","330302199305305984","浙江省温州市","2017-03-03","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","高竟男"
"2900566","唐易梦","330117197608209024","浙江省杭州市","2017-12-08","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","忻春丽"
"2920845","华翠风","330520198604121024","浙江省湖州市","2016-11-10","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","王泽浩"
"2951513","况元香","330124199211123968","浙江省杭州市","2016-03-30","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","李士舟"
"2954024","盖新蕾","331009198110051008","浙江省台州市","2018-05-30","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","王巧芬"
"2956919","竺访琴","330610199002246976","浙江省绍兴市","2016-08-17","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","沈娟"
"2981152","空代荷","330112199112089024","浙江省杭州市","2015-08-07","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","郑飞"
"3055238","葛凡旋","330519199305222976","浙江省湖州市","2017-04-20","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","吴夏龙"
"3068032","苍听白","330407198309083008","浙江省嘉兴市","2016-08-03","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","郭德卿"
"3121574","咸涵柏","330721198704099008","浙江省金华市","2016-12-12","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","徐平平"
"3294367","叶寻雁","330717198304105024","浙江省金华市","2018-06-22","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","黄中秋"
"3334969","解寻文","330825199204145984","浙江省衢州市","2015-07-28","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","陈德前"
"3375826","权访蕊","330722198105089024","浙江省金华市","2017-04-27","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","单勤"
"3376017","姜春翠","330827198405123968","浙江省衢州市","2015-08-11","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","汪祺烨"
"3399887","逯翠柔","330108197603246976","浙江省杭州市","2018-03-23","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","谢荣昌"
"3448358","虞夏槐","330819199302062976","浙江省衢州市","2016-06-07","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","金超珍"
"3517835","鱼乐枫","330826199603198016","浙江省衢州市","2017-11-02","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","甄永学"
"3597158","索听寒","330614197506254976","浙江省绍兴市","2017-06-01","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","陈建伟"
"3611682","寇春雁","330705199802273024","浙江省金华市","2016-12-19","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","李季"
"3679960","闻乐丹","330921198304299008","浙江省舟山市","2017-05-27","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","刁鹤云"
"3699371","雍雪青","330301197912056000","浙江省温州市","2017-05-24","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","盛帆"
"3852598","赖宛海","330709198706304000","浙江省金华市","2016-11-22","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","嵇静"
"3864872","余妙彤","330613197803088000","浙江省绍兴市","2014-11-10","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","刘博"
"3908769","臧傲晴","330204198807296000","浙江省宁波市","2015-08-26","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","李承烨"
"3915991","有乐瑶","331017197809022976","浙江省台州市","2015-09-02","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","杨勇"
"4021382","江忆香","331026199103196032","浙江省台州市","2017-11-16","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","吴二民"
"4034135","盛靖柏","331020199607164992","浙江省台州市","2016-01-18","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","黄海涛"
"4109736","史听蓉","330104199606035968","浙江省杭州市","2015-12-04","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","纪洪波"
"4115056","隆妙菡","331026197508145984","浙江省台州市","2016-11-11","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","郑书军"
"4154811","廖冰夏","330719199805257984","浙江省金华市","2017-05-22","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","吴杭佳"
"4235608","厍梦曼","330707198112208000","浙江省金华市","2017-07-16","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","舒文通"
"4244781","酆千兰","330203198409048000","浙江省宁波市","2018-05-29","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","徐永堂"
"4285615","言曼文","330502199611164992","浙江省湖州市","2015-09-18","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","刘莲"
"4372171","山绿真","330611197602147008","浙江省绍兴市","2017-09-04","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","邵泽斌"
"4495594","古恨玉","330627197812129024","浙江省绍兴市","2015-04-09","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","徐培莉"
"4503003","宗孤岚","330828198106057984","浙江省衢州市","2014-07-22","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","孙国原"
"4504782","严从寒","330521199207281024","浙江省湖州市","2017-04-12","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","杨伟香"
"4526919","巫书雪","330202198001217024","浙江省宁波市","2015-11-09","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","商永鹏"
"4557845","任含玉","330624197607305984","浙江省绍兴市","2018-01-04","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","李向阳"
"4575561","伊晓亦","330920198608030976","浙江省舟山市","2016-07-05","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","刘桂兰"
"4597783","狄乐菱","330514198109044992","浙江省湖州市","2018-06-26","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","刘宗梅"
"4635905","惠曼易","330826199411132992","浙江省衢州市","2017-10-11","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","陈善聪"
"4665727","卫若南","331009198606198016","浙江省台州市","2018-06-21","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","陈端雷"
"4675636","束觅波","330904197501182016","浙江省舟山市","2018-05-23","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","洪树立"
"4751310","韶山柏","330921197912134016","浙江省舟山市","2016-12-29","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","斯志萍"
"4751718","阮宛儿","330217199605145984","浙江省宁波市","2016-12-12","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","余雪苗"
"4875922","仲平安","330918198404185984","浙江省舟山市","2015-02-15","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","奚德杰"
"4902167","安醉蓝","330614198507252992","浙江省绍兴市","2015-12-08","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","陈黄妹"
"4953105","郎怀蝶","330805199601187008","浙江省衢州市","2014-12-18","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","严冬"
"5095371","商凡柔","330516198211204992","浙江省湖州市","2018-02-01","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","颜管根"
"5155867","易绿春","330708197907241984","浙江省金华市","2017-07-11","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","阳中和"
"5211113","戈笑蓝","330504199608072000","浙江省湖州市","2017-02-06","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","杨学深"
"5301524","石问兰","330308197909091968","浙江省温州市","2016-02-14","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","张国娟"
"5308065","钮之瑶","330927199201297984","浙江省舟山市","2014-12-04","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","金丽华"
"5351089","陈念薇","330103198902092032","浙江省杭州市","2018-04-02","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","李泽欣"
"5364531","聂映易","330902197905296000","浙江省舟山市","2015-02-09","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","衣志明"
"5440050","养水桃","330313197605233984","浙江省温州市","2016-12-07","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","王海静"
"5461458","董雅琴","330212199408257984","浙江省宁波市","2018-05-21","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","王卫英"
"5491951","杜恨天","330103198008211008","浙江省杭州市","2016-02-16","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","吴爱英"
"5543445","裘梦琪","330227198509084992","浙江省宁波市","2015-06-05","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","郑虹"
"5561756","祝香寒","330415199308222016","浙江省嘉兴市","2014-10-28","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","骆震"
"5583169","双冰枫","330705199510164992","浙江省金华市","2016-06-20","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","罗玲玲"
"5595967","文语蓉","330616199603214016","浙江省绍兴市","2017-03-28","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","杨涛"
"5615305","巴痴珊","330304198210195008","浙江省温州市","2014-08-14","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","赵清锋"
"5738028","曾晓巧","331016198312073024","浙江省台州市","2014-09-04","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","黄燕"
"5767455","项寻真","331026198802076032","浙江省台州市","2018-01-31","浙江省妇幼保健院","验血","确认怀孕","浙江省妇幼保健院","杨杰"
