"1","611628196409161104","狄放缺","无","女","1964/9/16","汉族","陕西省汉中市佛坪县","已婚","共青团员","初中","佛教","宗教","寺及教学管理人员
","吉林领先科技发展股份有限公司","14549948520","天津天津市","天津天津市河北区江都路街道
","河北石家庄市","河北石家庄市新华区大郭镇
","人户不一致","204965137","220523198303232239","喻养节","儿媳","15729560934","","无","无"
"2","361713193809079300","卫则圣","无","女","1938/9/7","汉族","江西省赣州市南康市","未婚","群众","无","无","建筑工程业","领班
","新余钢铁股份有限公司","13384611010","北京北京市","北京北京市通州区新华街道
","天津天津市","天津天津市滨海新区杭州道街道
","人户不一致","300323145","320705199409132275","沈喜报","女","15372909882","","无","无"
"3","441113198205084505","严历古","无","女","1982/5/8","回族","广东省茂名市信宜市","未婚","群众","无","无","农牧业","实验动物饲养人员
","大连北大科技(集团)股份有限公司","15064760722","天津天津市","天津天津市南开区广开街道
","天津天津市","天津天津市河东区大王庄街道
","人户不一致","277148620","441323196801141438","梁分","父","15825901917","","有","死亡注销"
"4","210908195312028708","尹知端","无","女","1953/12/2","汉族","辽宁省阜新市清河门区","未婚","群众","小学","佛教","交通运输业","行李货物搬运工
","江门量子高科生物股份有限公司","14734368714","河北石家庄市","河北石家庄市井陉县小作镇
","河北石家庄市","河北石家庄市元氏县北正乡
","人户不一致","136099621","500103196803041296","花任造","女","14747014721","","无","无"
"5","371627199904251496","费行甚","无","男","1999/4/25","汉族","山东省聊城市临清市","已婚","中共预备党员","小学","基督教","服务业","公证行外务员
","宜宾五粮液股份有限公司","17326823722","天津天津市","天津天津市河北区宁园街道
","河北石家庄市","河北石家庄市裕华区裕翔街道
","人户一致","533966420","411201195909022218","云此类","户主","13830637912","","有","死亡注销"
"6","111117193504301053","皮圣秋","无","男","1935/4/30","汉族","北京市延庆县","已婚","群众","无","无","体育","冲浪运动员
","浙江钱江生物化学股份有限公司","15120854587","北京北京市","北京北京市密云县河南寨镇
","河北石家庄市","河北石家庄市新乐市杜固镇
","人户一致","559729288","152629195906172216","米乱","母","14966885601","","无","无"
"7","341526199201018333","米闻","无","男","1992/1/1","回族","安徽省宿州市泗县","丧偶","中共党员","高中","基督教","卫生业","杂工
","广东骅威玩具工艺股份有限公司","18997231425","河北石家庄市","河北石家庄市赞皇县土门乡
","河北石家庄市","河北石家庄市井陉县微水镇
","人户不一致","554137576","370601196211221162","廉碃怕","子","13373310684","","无","无"
"8","221618198201232434","庞西家","无","男","1982/1/23","汉族","吉林省白城市大安市","离婚","群众","小学","伊斯兰教","矿业","采掘工
","山东兴民钢圈股份有限公司","14570176465","河北石家庄市","河北石家庄市平山县岗南镇
","北京北京市","北京北京市石景山区老山街道
","人户不一致","495785411","350302198812032880","毛该读","女","17593302490","","无","无"
"9","221614193004103621","康佛犯","无","女","1930/4/10","汉族","吉林省白城市大安市","离婚","中共预备党员","大学","无","餐饮业","一般工作人员
","东莞市方达再生资源产业股份有限公司","13482323537","北京北京市","北京北京市西城区金融街街道
","天津天津市","天津天津市西青区西青区开发区
","人户一致","276496511","532501195901122657","齐师草","子","15015581234","","无","无"
"10","520527199712221093","毕排没","无","男","1997/12/22","汉族","贵州省遵义市仁怀市","离婚","共青团员","高中","无","制造业","电镀工
","宁夏赛马实业股份有限公司","15241498096","北京北京市","北京北京市海淀区田村路街道
","天津天津市","天津天津市武清区梅厂镇
","人户不一致","392594439","441581198312151786","余塞足","子","17844775967","","无","无"
"11","610124193002187111","姚消童","无","男","1930/2/18","汉族","陕西省西安市周至县","未婚","中共预备党员","无","伊斯兰教","林业","其他森林资源管护人员
","北京银行股份有限公司","14919896844","河北石家庄市","河北石家庄市高邑县大营镇
","天津天津市","天津天津市河北区鸿顺里街道
","人户不一致","580002633","452623196709131498","柳响性","户主","17543966283","","无","无"
"12","511722201401213723","尹当某","无","女","2014/1/21","壮族","四川省广安市华蓥市","离婚","中共党员","高中","无","宗教","寺及教学管理人员
","沪士电子股份有限公司","17768409953","河北石家庄市","河北石家庄市鹿泉市河北鹿泉经济开发区
","河北石家庄市","河北石家庄市平山县宅北乡
","人户不一致","432362101","440501199209291512","孙通餐","父","18889474611","","无","无"
"13","350617199306248200","罗久杀","无","女","1993/6/24","土家族","福建省漳州市龙文区","已婚","群众","博士","基督教","卫生业","病理检查员
","马鞍山钢铁股份有限公司","13182328394","河北石家庄市","河北石家庄市井陉矿区横涧乡
","北京北京市","北京北京市大兴区国家新媒体产业基地
","人户不一致","433960084","35018119630429111X","章接旅","叔","15834233504","","有","死亡注销"
"14","310911195412272956","元棋其","无","男","1954/12/27","汉族","上海市崇明县","已婚","中共预备党员","高中","伊斯兰教","商业","布．服饰．药品．工艺商
","九芝堂股份有限公司","13283380255","河北石家庄市","河北石家庄市赵县王西章乡
","河北石家庄市","河北石家庄市赵县高村乡
","人户一致","339707495","152523198401091955","何病证","子","15377415885","","无","无"
"15","541404197903094002","方虽力","无","女","1979/3/9","汉族","西藏自治区拉萨市墨竹工卡县","丧偶","群众","初中","无","交通运输业","三管轮
","北京德鑫泉物联网科技股份有限公司","17233917000","河北石家庄市","河北石家庄市鹿泉市白鹿泉乡
","北京北京市","北京北京市海淀区上庄
","人户不一致","275483323","410181199311052088","冯戏助","外祖父","13467266513","","无","无"
"16","650121194101246721","元含系","无","女","1941/1/24","汉族","新疆维吾尔族自治区乌鲁木齐市乌鲁木齐县","已婚","群众","初中","伊斯兰教","卫生业","放射线维护人员
","广东东方锆业科技股份有限公司","15729153349","北京北京市","北京北京市门头沟区大峪街道
","天津天津市","天津天津市津南区铁路十八局
","人户不一致","228619153","210212197112061578","戚考深","户主","15765307071","","无","无"
"17","441719194704249072","苗吗本","无","男","1947/4/24","回族","广东省阳江市江城区","已婚","群众","无","佛教","娱乐业","教练
","海南正和实业集团股份有限公司","15273714001","河北石家庄市","河北石家庄市长安区西兆通镇
","天津天津市","天津天津市河西区挂甲寺街道
","人户一致","194773701","412725196712271070","余致遇","女","17131009899","","无","无"
